accession	scientific_name	tax_id
KF020634	Pygoscelis antarcticus	79643
KF356196	Tachysurus trilineatus	2905693
KF384641	Costaria costata	2872
KF418153	Tenebrio molitor	7067
KF543065	Spodoptera litura	69820
KF572481	Gononemertes parasita	649615
KF623030	Beringraja pulchra	1885022
KF757229	Hapsidospora chrysogena	5044
KF792729	Salmo salar	8030
KF881051	Lethe albolineata	1454238
KF897830	Babylonia lutosa	128467
KF906483	Callerebia suroia	698779
KF913541	Peirates lepturoides	1457305
KF953885	Colletotrichum lindemuthianum	290576
KF977797	Helicoverpa punctigera	27545
KJ027516	Paraplea frontalis	575836
KJ101554	Amphiprion polymnus	96882
KJ124555	Anser cygnoides	8845
KJ148630	Montifringilla adamsi	356906
KJ190955	Botaurus stellaris	188376
KJ467512	Zorotypus medoensis	1264643
KJ476150	Meloidogyne chitwoodi	59747
KJ489014	Grammistes sexlineatus	270576
KJ496338	Solea ovata	520517
KJ507135	Dolycoris baccarum	387771
KJ599680	Spirometra erinaceieuropaei	99802
KJ631324	Triplophysa stewarti	341124
KJ710625	Coilia mystus	286537
KJ729017	Tetranychus kanzawai	50028
KJ834059	Sebastes minor	214483
KJ850307	Sarcocheilichthys sinensis	369680
KJ880044	Tor tambra	370370
KJ883269	Anas platyrhynchos	8839
KJ914546	Caloperdix oculeus	466541
KM017732	Homatula potanini	341099
KM017964	Lepas australis	479279
KM347744	Martes flavigula	74864
KM453725	Luehdorfia chinensis	81069
KM453741	Tenuibranchiurus glypticus	99779
KM488625	Neogale vison	452646
KM502568	Callosciurus erythraeus	64677
KM670319	Capra hircus	9925
KM999231	Phyllymenia taiwanensis	1260292
KP018402	Oedalechilus labiosus	1111468
KP018403	Mugil cephalus	48193
KP071469	Pseudargyria interruptella	1633014
KP120863	Crocidura attenuata	167044
KP137411	Diaporthe longicolla	54899
KP159289	Graphium chironides	866282
KP203894	Naemorhedus baileyi	1088030
KP231206	Pterophyllum scalare	74131
KP306789	Tetragnatha maxillosa	216284
KP307017	Lemyra melli	1615882
KP326310	Cynomys ludovicianus	45480
KP452507	Coregonus autumnalis	27773
KP662715	Capra hircus	9925
KP708710	Tamiops maritimus	1048687
KP769562	Saccostrea mordax	157729
KP872684	Glyptothorax granosus	1617373
KR029983	Trichopodus leerii	1679032
KR132242	Sargassum vachellianum	1155129
KR150862	Bujurquina mariae	1758129
KR363151	Sillago sinica	907714
KR604721	Apteroperla tikumana	609060
KR604966	Epitrimerus sabinae	1452570
KT159230	Aptenodytes forsteri	9233
KT213444	Myotis muricola	159330
KT224364	Triplophysa tibetana	1572043
KT259194	Triplophysa ulacholica	1813536
KT277937	Amblyrhynchus cristatus	51208
KT357639	Periophthalmus magnuspinnatus	409849
KT429009	Amynthas hupeiensis	408830
KT438509	Portunus sanguinolentus	411673
KT601092	Tridentiger obscurus	55556
KT601096	Rhinogobius brunneus	933223
KT715811	Poecilia formosa	48698
KT723026	Ammodytes dubius	1266862
KT724963	Evynnis tumifrons	119711
KT726959	Magelona mirabilis	46598
KT768120	Danio margaritatus	487618
KT780630	Atrecus affinis	347277
KT780657	Margarinotus merdarius	878136
KT805946	Caranx tille	990566
KT805959	Acanthopagrus latus	8177
KT826540	Pictichromis paccagnellae	586861
KT826695	Nassarius fraterculus	1406394
KT878879	Hippocampus kelloggi	109286
KT943749	Larus vegae	119608
KT946652	Schizothorax gongshanensis	327703
KU140668	Tadorna tadorna	75865
KU158197	Turnagra capensis	46906
KU188518	Chilo sacchariphagus	236793
KU189740	Ulva linza	63409
KU200226	Rattus tanezumi	35732
KU215670	Macropodus erythropterus	585568
KU361184	Sinocrossocheilus labiatus	887900
KU605775	Hieromantis kurokoi	1178289
KU753807	Creontiades dilutus	173679
KU877168	Bemisia tabaci	7038
KU885975	Phodopus roborovskii	109678
KU925871	Datnioides microlepis	1367090
KX087334	Phyllobrotica quadrimaculata	428708
KX505166	Carassius gibelio	101364
KX528208	Petaurista yunanensis	254710
KX553995	Curvipennis wixiensis	1903853
KX609785	Lagopus muta	64668
KX640824	Ixos mcclellandii	182891
KX668223	Tringa ochropus	261960
KX786161	Vanmanenia stenosoma	241474
KX816868	Heosemys grandis	74912
KX819273	Cylicocyclus nassatus	53992
KX844716	Typhlopatsa pauliani	2010953
KX887330	Bupleurum falcatum	46367
KX950696	Labeo bata	295399
KY067951	Prognichthys sealei	938400
KY069970	Urostylis flavoannulata	2164054
KY072797	Parnassius choui	2004851
KY131975	Acrossocheilus spinifer	356815
KY196442	Margarya melanioides	888545
KY224526	Nasutitermes neoparvus	377947
KY224529	Promirotermes pygmaeus	1934596
KY224552	Planicapritermes planiceps	377975
KY224584	Sphaerotermes sphaerothorax	187564
KY224599	Nasutitermes matangensis	114637
KY224638	Procapritermes martyni	1934590
KY224642	Nasutitermes exitiosus	114634
KY224658	Protermes prorepens	201609
KY224662	Furculitermes longilabius	1934487
KY287645	Saccharomyces paradoxus	27291
KY296452	Anabropsis carnarius	2019518
KY305183	Capra hircus	9925
KY305681	Barbodes binotatus	1606550
KY307847	Leptobotia rubrilabris	278178
KY358754	Prochilodus costatus	357590
KY471356	Pseudolaubuca sinensis	172914
KY498477	Neurospora crassa	5141
KY552904	Caenorhabditis doughertyi	1094321
KY649286	Tremoctopus violaceus	102883
KY676802	Sorex caecutiens	62276
KY785879	Longpotamon yangtsekiense	321964
KY814717	Rattus exulans	34854
KY865330	Austruca lactea	78088
KY965073	Percina crypta	1070206
KY971464	Argynnis sagana	525816
KY996499	Notamacropus rufogriseus	1960652
KY996501	Osphranter rufus	9321
KY996506	Osphranter robustus	9319
KY996509	Petrogale xanthopus	9325
MF029671	Octopus variabilis	158018
MF029673	Octopus variabilis	158018
MF029677	Octopus variabilis	158018
MF043978	Nurudea shiraii	196481
MF062946	Mastomys coucha	35658
MF100142	Mustilia undulosa	2219248
MF136777	Trichobilharzia szidati	157070
MF419232	Tachaea chinensis	1862870
MF497717	Caystrus obscurus	2575667
MF614013	Lucanus fortunei	618010
MF614014	Prismognathus prossi	618395
MF614953	Panstrongylus rufotuberculatus	156443
MF770243	Mammuthus primigenius	37349
MF781083	Anodonta cygnea	47528
MF787799	Acanthogobio guentheri	328534
MF925711	Bos taurus	9913
MF953591	Semnoderes armiger	1415233
MF972495	Eumantispa harmandi	1593348
MF981084	Pliocardia ponderosa	1977645
MF981085	Calyptogena extenta	593579
MF989227	Longchuanacris curvifurcula	2079615
MF991879	Pinus taeda	3352
MF995069	Bombus consobrinus	130686
MG010648	Semibalanus balanoides	94630
MG017444	Pleurotus citrinopileatus	98342
MG021087	Chaetocnema pelagica	1425542
MG049916	Changeondelphax velitchkovskyi	1291384
MG206065	Mobula thurstoni	86366
MG252777	Liriomyza chinensis	237616
MG431821	Pseudocardium sachalinense	81899
MG488220	Cosmoscarta bispecularis	798355
MG557850	Incisitermes minor	112481
MG603757	Nyctalus plancyi	375553
MG735216	Graphomya rufitibia	1072502
MG747645	Macroglossum stellatarum	524428
MG756601	Matuta planipes	1235672
MG779536	Gammarus roeselii	1080772
MG787473	Plutella australiana	1405358
MG813495	Mesargus serrata	2901391
MG986721	Channa diplogramma	452081
MH000140	Holbrookia lacerata	107380
MH000143	Holbrookia lacerata	107380
MH000153	Holbrookia lacerata	107380
MH000159	Holbrookia lacerata	107380
MH000165	Holbrookia lacerata	107380
MH000183	Holbrookia lacerata	107380
MH001227	Amyrsidea minuta	2364307
MH024396	Melophagus ovinus	452749
MH064399	Gavia arctica	57069
MH105794	Triodia sylvina	537462
MH119183	Tetraclita japonica	240496
MH133967	Nestor notabilis	176057
MH133971	Eolophus roseicapilla	176039
MH155202	Capricornis sumatraensis	34865
MH183128	Gaetice depressus	156504
MH197100	Myllocerinus aurolineatus	2527849
MH282837	Paruterina candelabraria	2364639
MH285824	Pseudogastromyzon peristictus	2550862
MH346210	Nassarius javanus	1246589
MH358334	Metynnis hypsauchen	138550
MH388505	Parantica aglea	396710
MH427718	Inflata indica	2483365
MH433599	Hydrobates castro	126871
MH479400	Eleotris fusca	86233
MH536744	Rana temporaria	8407
MH539788	Solegnathus hardwickii	161473
MH550879	Lagocephalus sceleratus	229057
MH559351	Mustelus mustelus	112230
MH580274	Ornebius bimaculatus	2153490
MH593562	Helicana wuana	72982
MH631014	Carinotetraodon travancoricus	1220767
MH644035	Microdous chalmersi	2065825
MH714453	Plesionika sindoi	1242005
MH737740	Ardea insignis	2200831
MH748151	Geoemyda spengleri	74936
MH779627	Ovis dalli	9943
MH781547	Leptaulax koreanus	2607329
MH922026	Epeus alboguttatus	2575944
MH922776	Mesoplodon mirus	52113
MH937706	Sinocyclocheilus qujingensis	307958
MK033190	Furipterus horrens	148082
MK070910	Amblypharyngodon mola	857615
MK092088	Carcharhinus falciformis	202609
MK105852	Ochotona dauurica	130827
MK109856	Trogidae sp.	2900080
MK110676	Sorex daphaenodon	62272
MK122625	Orthopygia glaucinalis	1418817
MK182380	Liparis tessellatus	1522419
MK256952	Asterorhombus intermedius	1461741
MK270536	Macroxyela ferruginea	48208
MK292111	Vesta saturnalis	370603
MK309842	Hydrictis maculicollis	452641
MK343427	Sitta nagaensis	1499462
MK361215	Schistura incerta	1764109
MK408757	Cinclus pallasii	245049
MK433297	Minous monodactylus	626227
MK478018	Polinices sagamiensis	1027436
MK490961	Physochlaina orientalis	451527
MK509809	Gymnocephalus cernua	57865
MK529728	Zosterops borbonicus	364589
MK579299	Pseudeuphausia sinica	296748
MK599283	Thitarodes pui	507567
MK642294	Afronurus rubromaculatus	2860725
MK642306	Stenonema femoratum	219338
MK656280	Bubo bubo	30461
MK680823	Trachyrhamphus serratus	161594
MK749462	Fossombronia foveolata	56918
MK749464	Metzgeria furcata	37399
MK774655	Echinococcus granulosus	6210
MK783263	Cypraea tigris	75124
MK783264	Parribacus antarcticus	196017
MK795818	Capreolus pygargus	48560
MK843301	Pseudecheneis sulcata	385307
MK860909	Saurogobio gracilicaudatus	172916
MK903576	Trilophidia annulata	215063
MK922357	Spirocerca lupi	304461
MK956103	Gibbovalva kobusi	1913583
MK962620	Phiaris dolosana	2699363
MK992912	Calidris tenuirostris	171266
MN011548	Jaydia carinatus	316358
MN038167	Chodsigoa parva	2023227
MN046210	Microhyla fissipes	387934
MN052793	Sitta yunnanensis	1499491
MN056361	Cricetulus barabensis	329629
MN083192	Traulia lofaoshana	227625
MN083209	Traulia orchotibialis	2708010
MN122849	Poecile montanus	48895
MN122886	Limanda limanda	27771
MN131052	Polleniopsis mongolica	2774354
MN175620	Stygobromus pizzinii	2027546
MN182499	Trichoglossus rubritorquis	1525648
MN192430	Arctonyx collaris	139309
MN194589	Favonigobius gymnauchen	435146
MN240360	Polyplectron malacense	142660
MN248533	Sylvirana guentheri	110109
MN319701	Pagrus caeruleostictus	98816
MN356155	Crypturellus undulatus	48396
MN356175	Sclerurus mexicanus	265632
MN356192	Irena cyanogastra	175120
MN356197	Quiscalus mexicanus	64278
MN356204	Alectura lathami	81907
MN356237	Leucopsar rothschildi	127929
MN356247	Toxostoma redivivum	99882
MN356250	Sylvia borin	73324
MN356252	Paradisaea raggiana	36268
MN356256	Rhadina sibilatrix	2585818
MN356260	Rhinopomastus cyanomelas	113115
MN356264	Pycnonotus jocosus	182897
MN356283	Neodrepanis coruscans	254563
MN356285	Mystacornis crossleyi	98133
MN356290	Crotophaga sulcirostris	33598
MN356317	Urocynchramus pylzowi	571890
MN356337	Spizella passerina	40210
MN356349	Eulacestoma nigropectus	461239
MN385596	Spodoptera frugiperda	7108
MN413609	Diptychus maculatus	263537
MN427890	Hebius optatus	1591004
MN431594	Falco subbuteo	344233
MN450151	Lepus yarkandensis	301146
MN460368	Luciobarbus brachycephalus	1606557
MN481990	Eriobotrya japonica	32224
MN487064	Neodon sikimensis	798169
MN487086	Lasiopodomys brandtii	407171
MN528026	Scrobicularia plana	665965
MN536236	Hyperoodon ampullatus	48744
MN536253	Hyperoodon ampullatus	48744
MN536254	Hyperoodon ampullatus	48744
MN536256	Hyperoodon ampullatus	48744
MN536266	Hyperoodon ampullatus	48744
MN536283	Hyperoodon ampullatus	48744
MN536287	Hyperoodon ampullatus	48744
MN536290	Hyperoodon ampullatus	48744
MN536303	Hyperoodon ampullatus	48744
MN536318	Hyperoodon ampullatus	48744
MN536327	Hyperoodon ampullatus	48744
MN536332	Hyperoodon ampullatus	48744
MN536366	Hyperoodon ampullatus	48744
MN536368	Hyperoodon ampullatus	48744
MN544774	Unkanodes sapporona	871489
MN624167	Certhia himalayana	344963
MN661001	Orthonychiurus folsomi	2581074
MN708051	Ypthima baldus	270470
MN733918	Rana kukunoris	670907
MN803320	Oreolalax major	445774
MN812982	Alitta succinea	981110
MN816163	Chlorocebus aethiops	9534
MN818867	Osmylus fulvicephalus	446453
MN842722	Maccullochella peelii	135761
MN844889	Azygia hwangtsiyui	2752791
MN853162	Sander vitreus	283036
MN857545	Chrysolophus pictus	9089
MN868238	Arborophila ardens	1206065
MN868242	Arborophila crudigularis	1344024
MN868245	Arborophila javanica	338144
MN868246	Arborophila mandellii	2691901
MN877766	Microphysogobio jeoni	933219
MN935777	Eliomys quercinus	53277
MN952976	Lactarius lactarius	445388
MT006232	Opisthocentrus tenuis	476930
MT012820	Oncocera semirubella	1481754
MT012904	Gunungidia aurantiifasciata	700809
MT017929	Ochotona coreana	462300
MT047458	Apophysomyces elegans	90269
MT053858	Hippocampus nalu	2744974
MT129533	Aythya baeri	1177618
MT134111	Capra hircus	9925
MT185596	Megalamphodus megalopterus	272059
MT242599	Palomena viridissima	763224
MT259180	Pseudoscaphirhynchus kaufmanni	55290
MT274568	Bathytoshia centroura	2484685
MT274575	Squalus blainville	934694
MT295305	Cladiucha punctata	2669317
MT304825	Mareca penelope	8838
MT363639	Rhinogobius formosanus	508009
MT415422	Panorpa curva	1105292
MT471315	Strombidium sp.	181122
MT481926	Chlorocebus pygerythrus	60710
MT483994	Treron sphenurus	1464060
MT484070	Hemigrammus erythrozonus	304018
MT527188	Drabescus ineffectus	2754845
MT547779	Allacma fusca	39272
MT559430	Opisthocentrus zonope	986102
MT559892	Pagetopsis macropterus	36194
MT576608	Coilia nasus	365059
MT588076	Pyropia pulchra	60925
MT611524	Corythoxestis sunosei	2816377
MT732097	Laminaria rodriguezii	1740620
MT753444	Rangifer tarandus	9870
MT755623	Tridacna gigas	80829
MT757856	Bironella derooki	2756214
MT793780	Canis rufus	45781
MT816339	Ailurus fulgens	9649
MT843222	Ganoderma lingzhi	1233435
MT892665	Didelphis pernigra	994805
MT985364	Cociella crocodilus	2792426
MT991051	Pnyxia scabiei	1781627
MW030499	Clonostachys rogersoniana	122658
MW030503	Gymnothorax pseudothyrsoideus	454040
MW042671	Allognosta vagans	2885619
MW091497	Syrphus ribesii	1124549
MW165227	Cardisoma armatum	556312
MW191513	Gnathopogon herzensteini	585233
MW191514	Schizothorax sinensis	1080309
MW206767	Erthesina fullo	299276
MW250284	Inocellia fulvostigmata	3018577
MW255538	Lucilia cuprina	7375
MW257198	Salanoia concolor	219105
MW257209	Proteles cristata	9680
MW257211	Cynictis penicillata	41010
MW257228	Martes martes	29065
MW257232	Poecilogale albinucha	311562
MW257239	Mellivora capensis	9664
MW287344	Aythya nyroca	197939
MW304000	Mycerobas carnipes	175949
MW315750	Hyphessobrycon pulchripinnis	1828358
MW354691	Eimeria leuckarti	2826060
MW420925	Dasycottus setiger	274783
MW423198	Bos taurus	9913
MW429379	Neohylomys hainanensis	483536
MW435591	Camptoloma kishidai	2867039
MW438309	Chlorops oryzae	1046848
MW446184	Tachypleus gigas	6852
MW468664	Platanista gangetica	118798
MW485067	Monacha cartusiana	225461
MW487808	Dendroctonus rufipennis	77170
MW528257	Mammuthus primigenius	37349
MW533407	Protomiltogramma cincta	2708683
MW542312	Aglossa dimidiata	2817234
MW550293	Indothais sacellum	2706818
MW577174	Suinzona cyrtonoides	2856063
MW619721	Harmostica fulvicornis	2813413
MW697086	Mictyris thailandensis	1302362
MW719251	Amblyomma maculatum	34609
MW732164	Paracottus knerii	61626
MW751816	Taeniothrips tigris	2824824
MW755300	Trichoglossus forsteni	1549215
MW789210	Trichogramma chilonis	53598
MW794305	Monilinia laxa	61186
MW829285	Magnolia officinalis	85864
MW829593	Anomala russiventris	2962660
MW864094	Dictyosquilla foveolata	564211
MW868294	Comaster schlegelii	1529421
MW916537	Megalothorax incertus	2579793
MW929089	Motacilla cinerea	56325
MW960640	Bombyx mandarina	7092
MW963341	Metidiocerus impressifrons	2851909
MW970112	Diospyros oleifera	227308
MZ008535	Amitermes laurensis	355289
MZ008555	Drepanotermes clarki	2872425
MZ047309	Eoscarta assimilis	2815129
MZ052081	Hestina assimilis	378390
MZ054209	Haemaphysalis kolonini	2864487
MZ087938	Lymantria sinica	871320
MZ144584	Lysmata boggessi	497604
MZ153318	Minois dryas	270472
MZ196212	Junonia almana	151544
MZ202360	Bradysia impatiens	335710
MZ274181	Anomopsocus amabilis	762514
MZ274208	Polypsocus corruptus	239259
MZ286764	Fundulus dispar	34778
MZ312646	Nanhuaphasma hamicercum	2881420
MZ326689	Mileewa rufivena	2873824
MZ326744	Craspedacusta sowerbii	128124
MZ397983	Agrotis trifurca	1804819
MZ440658	Myrmecophilus kubotai	544753
MZ457524	Tylonycteris fulvida	1964258
MZ457899	Stenocladius bicoloripes	3051400
MZ461490	Taxonus zhangi	2848090
MZ464019	Neohydnus sinensis	3051510
MZ465525	Haliotis diversicolor	36095
MZ489121	Dodona maculosa	1903315
MZ501807	Papilio epycides	262653
MZ562563	Theretra alecto	283867
MZ571365	Rana johnsi	110110
MZ571410	Condica capensis	1123332
MZ709298	Hippocampus bargibanti	240838
MZ853167	Actebia praecox	1869403
MZ905457	Xylota coquilletti	2873935
MZ911746	Equus asinus	9793
OK011993	Tiracola aureata	1346268
OK041297	Sabethes bipartipes	2984125
OK094489	Oeneis buddha	1631986
OK105069	Aconurella diplachnis	2855833
OK235313	Acronicta rumicis	753146
OK299515	Korinchia angustiabdomena	2684215
OK413668	Bombyx mandarina	7092
OK484299	Eudicella quadrimaculata	2900050
OK523375	Cannabis sativa	3483
OK539643	Babyrousa babyrussa	41806
OK583895	Richardsonius balteatus	86930
OK583902	Catostomus tsiltcoosensis	1338620
OK623536	Fannia canicularis	307205
OK637263	Salvelinus confluentus	8037
OK649916	Nymphon australe	136201
OK649917	Nymphon brevicaudatum	373287
OK649918	Pallenopsis pilosa	1306352
OK945937	Carassius auratus	7957
OL339410	Pomoxis annularis	201697
OL404940	Cottus gulosus	304276
OL435149	Richardsonius balteatus	86930
OL457398	Notemigonus crysoleucas	28800
OL457399	Lepomis cyanellus	201691
OL457403	Rhinichthys osculus	86924
OL584330	Heterocyathus sulcatus	2962709
OL622050	Marumba sperchius	1087605
OL677840	Ochotona thibetana	130843
OL677849	Ochotona thibetana	130843
OL677858	Ochotona thibetana	130843
OL677874	Atkinsoniella yunnanana	2930064
OL693868	Oncorhynchus clarkii	30962
OL697737	Leptocorisa acuta	236728
OL800584	Carminodoris armata	1504998
OL840851	Meloe proscarabaeus	34751
OL960658	Limassolla uncata	3019672
OL961441	Diplodiscus mehrai	1895468
OM039423	Theromyzon tessulatum	13286
OM048761	Nerita costata	55015
OM084945	Nurudea zhengii	2908643
OM214563	Cryptonema producta	870231
OM275430	Ochlerotatus serratus	873164
OM808941	Ipomoea batatas	4120
OM809161	Lynx lynx	13125
OM892927	Sinibrama melrosei	286646
OM894974	Aphis spiraecola	224527
ON000905	Tristichotrochus unicus	499927
ON184000	Eomenopon denticulatum	2965267
ON209193	Capnia yunnana	2951539
ON357700	Microphysogobio wulonghensis	3020509
ON366970	Cycetogamasus diviortus	2978624
ON400079	Trichosurus vulpecula	9337
ON400090	Trichosurus vulpecula	9337
ON478166	Pyrus communis	23211
ON675446	Sargassum horneri	74089
ON704723	Bassaricyon gabbii	48422
ON704725	Mellivora capensis	9664
ON755208	Scythropia crataegella	753227
ON756085	Otobius lagophilus	2944767
ON758296	Rhinogobio nasutus	2590489
