For further details, refer to the Master List sheet.	Recommended_taxon_name	Recommended_authority	Recommended_qualifier	Recommended_taxon_version	A: Bern Convention	C: Birds Directive	C1: Convention on Migratory Species	C2: OSPAR	D: Habitats Directive	E: EC Cites	F: Global Red list status	Fa: Red Listing based on pre 1994 IUCN guidelines	Fb: Red Listing based on 1994 IUCN guidelines	Fc: Red listing based on 2001 IUCN guidelines	Fd: Red data categories  - birds (not based on IUCN criteria)	Fe: Red data categories - Spiders (not based on IUCN criteria)	Ga: Rare and scarce species	Gb: Rare and scarce species (not based on IUCN criteria)	Ha: Biodiversity Action Plan UK list of priority species	Hb: Biodiversity Lists - England	Hc: Biodiversity Lists - Scotland	Hd: Biodiversity Lists - Wales	He: Biodiversity Lists - Northern Ireland	I: Wildlife and Countryside Act 1981	J: The Wildlife (Northern Ireland) Order 1985	K: The Conservation of Habitats and Species Regulations 2010	L: The Conservation (Nature Habitats, etc_) Regulations (NI) 199	M: Protection of Badgers Act	included_tvk_list
flowering plant	Festuca rubra subsp. arctica	(Hack.) Govor.		NHMSYS0000458791										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0000458790;NHMSYS0000458791
flowering plant	Festuca rubra subsp. commutata	Gaudin		NBNSYS0000002515										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000002515;NHMSYS0000458790
flowering plant	Festuca rubra subsp. juncea	(Hack.) K. Richt.		NHMSYS0000458795										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0000458790;NHMSYS0000458795
flowering plant	Festuca rubra subsp. litoralis	(G. Mey.) Auquier		NHMSYS0000458796										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0000458790;NHMSYS0000458796
flowering plant	Festuca rubra subsp. rubra	L.		NHMSYS0000458800										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0000458790;NHMSYS0000458800
flowering plant	Festuca rubra subsp. scotica	S. Cunn. ex Al-Bermani		NHMSYS0000458801										RedList_ENG_post2001-DD,RedList_GB_post2001-DD															NHMSYS0000458790;NHMSYS0000458801
flowering plant	Festuca vivipara	(L.) Sm.		NHMSYS0000458810										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0000458810
flowering plant	Ficaria verna	Huds.		NHMSYS0100001603										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0100001603
flowering plant	Ficaria verna subsp. fertilis	(Lawalrée ex Laegaard) Stace		NHMSYS0021240654										RedList_GB_post2001-LC															NHMSYS0021240654;NHMSYS0100001603
flowering plant	Ficaria verna subsp. verna	Huds.		NHMSYS0021240659										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0021240659;NHMSYS0100001603
flowering plant	Ficaria verna var. bulbifer	Á.Löve & D.Löve		NHMSYS0100001604										RedList_ENG_post2001-LC															NHMSYS0021240659;NHMSYS0100001604
flowering plant	Filago gallica	L.		NBNSYS0000004406										RedList_GB_post2001-EW,RedList_GB_post2001-RE				NR-excludes											NBNSYS0000004406;NHMSYS0000460422
flowering plant	Filago lutescens	Jord.		NHMSYS0000458841										RedList_ENG_post2001-EN,RedList_GB_post2001-EN				NS-excludes	BAP-2007	England_NERC_S.41				WACA-Sch8					NHMSYS0000458841
flowering plant	Filago minima	(Sm.) Pers.		NHMSYS0000458842										RedList_ENG_post2001-NT,RedList_GB_post2001-LC															NBNSYS0000150750;NHMSYS0000458842
flowering plant	Filago pyramidata	L.		NBNSYS0000004405										RedList_ENG_post2001-EN,RedList_GB_post2001-EN				NS-excludes	BAP-2007	England_NERC_S.41				WACA-Sch8					NBNSYS0000004405
flowering plant	Filago vulgaris	Lam.		NBNSYS0000004403										RedList_ENG_post2001-NT,RedList_GB_post2001-NT							Scottish_Biodiversity_List								NBNSYS0000004403;NHMSYS0000465647
flowering plant	Filipendula ulmaria	(L.) Maxim.		NBNSYS0000003316										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000003316
flowering plant	Filipendula vulgaris	Moench		NBNSYS0000003315										RedList_ENG_post2001-LC,RedList_GB_post2001-LC							Scottish_Biodiversity_List								NBNSYS0000003315
flowering plant	Foeniculum vulgare	Mill.		NHMSYS0000458868										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0000458868
flowering plant	Fragaria vesca	L.		NBNSYS0000003358										RedList_ENG_post2001-NT,RedList_GB_post2001-LC															NBNSYS0000003358
flowering plant	Frangula alnus	Mill.		NHMSYS0000458887										RedList_ENG_post2001-LC,RedList_GB_post2001-LC									NI_Priority		W(NI)O-Sch8_part1				NHMSYS0000458887
flowering plant	Frankenia laevis	L.		NBNSYS0000002982										RedList_ENG_post2001-NT,RedList_GB_post2001-NT				NS-excludes											NBNSYS0000002982
flowering plant	Fraxinus excelsior	L.		NBNSYS0000003949										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000003949
flowering plant	Fritillaria meleagris	L.		NBNSYS0000002173										WL				NS-excludes											NBNSYS0000002173
flowering plant	Fumaria bastardii	Boreau		NBNSYS0000002785										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000002785
flowering plant	Fumaria capreolata	L.		NBNSYS0000002783										RedList_ENG_post2001-LC,RedList_GB_post2001-LC							Scottish_Biodiversity_List								NBNSYS0000002783
flowering plant	Fumaria capreolata subsp. babingtonii	(Pugsley) P.D. Sell		NHMSYS0000458906										RedList_GB_post2001-LC															NBNSYS0000002783;NHMSYS0000458906
flowering plant	Fumaria densiflora	DC.		NBNSYS0000002792										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000002792
flowering plant	Fumaria muralis	Sond. ex W.D.J. Koch		NHMSYS0000458911										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0000458911
flowering plant	Fumaria muralis subsp. boraei	(Jord.) Pugsley		NHMSYS0000458912										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0000458911;NHMSYS0000458912
flowering plant	Fumaria muralis subsp. muralis	Sond. ex W.D.J. Koch		NHMSYS0000458913										WL															NHMSYS0000458911;NHMSYS0000458913
flowering plant	Fumaria muralis subsp. neglecta	Pugsley		NBNSYS0000002790										RedList_ENG_post2001-DD,RedList_GB_post2001-VU				NR-excludes											NBNSYS0000002790;NHMSYS0000458911
flowering plant	Fumaria occidentalis	Pugsley		NBNSYS0000002782										RedList_ENG_post2001-LC,RedList_GB_post2001-LC				NS-excludes											NBNSYS0000002782
flowering plant	Fumaria officinalis	L.		NBNSYS0000002793										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000002793
flowering plant	Fumaria officinalis subsp. officinalis	L.		NHMSYS0000458914										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000002793;NHMSYS0000458914
flowering plant	Fumaria officinalis subsp. wirtgenii	(W.D.J. Koch) Arcang.		NHMSYS0000458915										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000002793;NHMSYS0000458915
flowering plant	Fumaria parviflora	Lam.		NBNSYS0000002797										RedList_ENG_post2001-NT,RedList_GB_post2001-VU				NS-excludes											NBNSYS0000002797
flowering plant	Fumaria purpurea	Pugsley		NBNSYS0000002784										RedList_ENG_post2001-VU,RedList_GB_post2001-LC				NS-excludes	BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List	Env (Wales) Act S7	NI_Priority						NBNSYS0000002784
flowering plant	Fumaria reuteri	Boiss.		NHMSYS0000458916										RedList_ENG_post2001-LC,RedList_GB_post2001-LC				NR-excludes						WACA-Sch8					NHMSYS0000458916
flowering plant	Fumaria vaillantii	Loisel.		NHMSYS0000458918										RedList_ENG_post2001-EN,RedList_GB_post2001-EN				NS-excludes											NHMSYS0000458918
flowering plant	Gagea bohemica	(Zauschn.) Schult. & Schult. f.		NHMSYS0000458925										RedList_GB_post2001-VU				NR-excludes						WACA-Sch8					NHMSYS0000458925
flowering plant	Gagea lutea	(L.) Ker Gawl.		NHMSYS0000458926										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0000458926
flowering plant	Gagea serotina	(L.) Ker Gawl.		NHMSYS0021126204										RedList_GB_post2001-VU				NR-excludes						WACA-Sch8					NHMSYS0021126204
flowering plant	Galanthus	L.		NHMSYS0000458931						ECCITES-B																			NBNSYS0000002253;NBNSYS0000014304;NBNSYS0000014476;NBNSYS0000033406;NBNSYS0100003231;NBNSYS0200002208;NBNSYS0500000285;NBNSYS0500000286;NHMSYS0000458931;NHMSYS0000458933;NHMSYS0000458938;NHMSYS0000458939;NHMSYS0000458940;NHMSYS0000458941;NHMSYS0000458942;NHMSYS0021873947;NHMSYS0021874247;NHMSYS0100003303
flowering plant	Galeopsis angustifolia	Ehrh. ex Hoffm.		NBNSYS0000004249										RedList_ENG_post2001-CR,RedList_GB_post2001-CR				NS-excludes	BAP-2007	England_NERC_S.41		Env (Wales) Act S7							NBNSYS0000004249
flowering plant	Galeopsis bifida	Boenn.		NBNSYS0000004254										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000004254
flowering plant	Galeopsis segetum	Neck.		NHMSYS0000458953										RedList_GB_post2001-EX,RedList_GB_post2001-RE								Env (Wales) Act S7							NHMSYS0000458953
flowering plant	Galeopsis speciosa	Mill.		NHMSYS0000458954										RedList_ENG_post2001-VU,RedList_GB_post2001-VU							Scottish_Biodiversity_List	Env (Wales) Act S7							NHMSYS0000458954
flowering plant	Galeopsis tetrahit	L.		NBNSYS0000004253										RedList_GB_post2001-LC															NBNSYS0000004253
flowering plant	Galeopsis tetrahit agg.	L.	sensu lato	NBNSYS0000004252										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000004252
flowering plant	Galium aparine	L.		NBNSYS0000004319										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000004319
flowering plant	Galium aparine subsp. agreste	P.D.Sell		NHMSYS0021240664										RedList_GB_post2001-LC															NBNSYS0000004319;NHMSYS0021240664
flowering plant	Galium aparine subsp. aparine	L.		NHMSYS0021240669										RedList_GB_post2001-LC															NBNSYS0000004319;NHMSYS0021240669
flowering plant	Galium boreale	L.		NBNSYS0000004307										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000004307
flowering plant	Galium constrictum	Chaub.		NBNSYS0000004316										RedList_ENG_post2001-LC,RedList_GB_post2001-LC				NR-excludes											NBNSYS0000004316
flowering plant	Galium mollugo subsp. erectum	Syme		NBNSYS0000004740										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000004740;NHMSYS0021874707
flowering plant	Galium odoratum	(L.) Scop.		NBNSYS0000004306										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000004306
flowering plant	Galium palustre	L.		NBNSYS0000004313										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000004313
flowering plant	Galium palustre subsp. elongatum	(C. Presl) Arcang.		NHMSYS0000458971										RedList_GB_post2001-LC															NBNSYS0000004313;NHMSYS0000458971
flowering plant	Galium palustre subsp. palustre	L.		NHMSYS0000458972										RedList_GB_post2001-LC															NBNSYS0000004313;NHMSYS0000458972
flowering plant	Galium parisiense	L.		NBNSYS0000004321										RedList_ENG_post2001-VU,RedList_GB_post2001-VU				NS-excludes											NBNSYS0000004321
flowering plant	Galium pumilum	Murray		NBNSYS0000004743														NR-excludes	BAP-2007	England_NERC_S.41									NBNSYS0000004743
flowering plant	Galium pumilum	Murray	sensu lato	NHMSYS0000523328										RedList_ENG_post2001-EN,RedList_GB_post2001-EN															NHMSYS0000523328
flowering plant	Galium pumilum subsp. fleurotii	(Jord.) P.D.Sell		NHMSYS0021240674										RedList_GB_post2001-DD															NBNSYS0000014180;NHMSYS0021240674
flowering plant	Galium pumilum subsp. pumilum	Murray		NHMSYS0021240679										RedList_GB_post2001-EN															NBNSYS0000004743;NHMSYS0021240679
flowering plant	Galium saxatile	L.		NBNSYS0000004310										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000004310
flowering plant	Galium sterneri	Ehrend.		NBNSYS0000004312										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000004312
flowering plant	Galium tricornutum	Dandy		NBNSYS0000004318										RedList_ENG_post2001-CR,RedList_GB_post2001-CR				NR-excludes	BAP-2007	England_NERC_S.41									NBNSYS0000004318
flowering plant	Galium uliginosum	L.		NBNSYS0000004317										RedList_ENG_post2001-LC,RedList_GB_post2001-LC									NI_Priority						NBNSYS0000004317
flowering plant	Galium verum	L.		NBNSYS0000004309										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000004309
flowering plant	Galium verum subsp. verum	L.		NHMSYS0021240684										RedList_GB_post2001-LC															NBNSYS0100003237;NHMSYS0021240684
flowering plant	Gastridium ventricosum	(Gouan) Schinz & Thell.		NBNSYS0000002648										RedList_ENG_post2001-LC,RedList_GB_post2001-LC				NS-excludes											NBNSYS0000002648
flowering plant	Gaudinia fragilis	(L.) P. Beauv.		NHMSYS0000458991										RedList_ENG_post2001-LC,RedList_GB_post2001-LC				NS-excludes											NHMSYS0000458991
flowering plant	Genista anglica	L.		NBNSYS0000003207										RedList_ENG_post2001-VU,RedList_GB_post2001-NT															NBNSYS0000003207
flowering plant	Genista pilosa	L.		NBNSYS0000003208										RedList_ENG_post2001-NT,RedList_GB_post2001-NT				NR-excludes											NBNSYS0000003208
flowering plant	Genista tinctoria	L.		NBNSYS0000003206										RedList_ENG_post2001-VU,RedList_GB_post2001-LC															NBNSYS0000003206
flowering plant	Genista tinctoria subsp. littoralis	(Corb.) Rothm.		NHMSYS0000459005										RedList_ENG_post2001-LC,RedList_GB_post2001-LC				NR-excludes											NBNSYS0000003206;NHMSYS0000459005
flowering plant	Genista tinctoria subsp. tinctoria	L.		NHMSYS0000459006										RedList_ENG_post2001-VU,RedList_GB_post2001-LC															NBNSYS0000003206;NHMSYS0000459006
flowering plant	Gentiana lutea	L.		NBNSYS0000164090						ECCITES-D																			NBNSYS0000164090
flowering plant	Gentiana nivalis	L.		NBNSYS0000003968										RedList_GB_post2001-NT				NR-excludes			Scottish_Biodiversity_List			WACA-Sch8					NBNSYS0000003968
flowering plant	Gentiana pneumonanthe	L.		NBNSYS0000003966										RedList_ENG_post2001-NT,RedList_GB_post2001-NT				NS-excludes											NBNSYS0000003966
flowering plant	Gentiana verna	L.		NBNSYS0000003967										RedList_ENG_post2001-VU,RedList_GB_post2001-VU				NR-excludes						WACA-Sch8					NBNSYS0000003967
flowering plant	Gentianella amarella	(L.) Börner		NHMSYS0000459016										RedList_ENG_post2001-NT,RedList_GB_post2001-LC															NHMSYS0000459016
flowering plant	Gentianella amarella subsp. amarella	(L.) Börner		NHMSYS0000459017										RedList_ENG_post2001-NT,RedList_GB_post2001-LC															NHMSYS0000459016;NHMSYS0000459017
flowering plant	Gentianella amarella subsp. anglica	(Pugsley) T.C.G.Rich & McVeigh		NHMSYS0021605727										RedList_GB_post2001-VU															NHMSYS0000459016;NHMSYS0021605727
flowering plant	Gentianella amarella subsp. septentrionalis	(Druce) N.M. Pritch.		NHMSYS0000459020										RedList_ENG_post2001-VU,RedList_GB_post2001-NT															NHMSYS0000459016;NHMSYS0000459020
flowering plant	Gentianella anglica	(Pugsley) E.F. Warb.		NHMSYS0000459021	Bern-A1				HabDir-A2*,HabDir-A4					WL					BAP-2007	England_NERC_S.41		Env (Wales) Act S7		WACA-Sch8		HabReg-Sch5			NHMSYS0000459021;NHMSYS0021605727
flowering plant	Gentianella campestris	(L.) Börner		NHMSYS0000459024										RedList_ENG_post2001-EN,RedList_GB_post2001-VU					BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List	Env (Wales) Act S7	NI_Priority						NHMSYS0000459024
flowering plant	Gentianella ciliata	(L.) Borkh.		NBNSYS0000039919										RedList_ENG_post2001-CR				NR-excludes	BAP-2007	England_NERC_S.41				WACA-Sch8					NBNSYS0000039919;NHMSYS0021240694
flowering plant	Gentianella germanica	(Willd.) Börner		NHMSYS0000459026										RedList_ENG_post2001-VU,RedList_GB_post2001-VU				NS-excludes											NHMSYS0000459026
flowering plant	Gentianella uliginosa	(Willd.) Börner		NHMSYS0000459028										RedList_GB_post2001-VU,WL				NR-excludes	BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List	Env (Wales) Act S7		WACA-Sch8					NHMSYS0000459028;NHMSYS0021874422
flowering plant	Gentianopsis ciliata	(L.) Ma		NHMSYS0021240694										RedList_GB_post2001-CR															NHMSYS0021240694
flowering plant	Geranium columbinum	L.		NBNSYS0000003156										RedList_ENG_post2001-LC,RedList_GB_post2001-LC							Scottish_Biodiversity_List								NBNSYS0000003156
flowering plant	Geranium dissectum	L.		NBNSYS0000003157										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000003157
flowering plant	Geranium lucidum	L.		NBNSYS0000003161										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000003161
flowering plant	Geranium molle	L.		NBNSYS0000003159										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000003159
flowering plant	Geranium pratense	L.		NBNSYS0000003147										RedList_ENG_post2001-LC,RedList_GB_post2001-LC									NI_Priority						NBNSYS0000003147
flowering plant	Geranium purpureum	Vill.		NHMSYS0000459041										RedList_ENG_post2001-LC,RedList_GB_post2001-LC				NR-excludes,NS-excludes											NHMSYS0000459041
flowering plant	Geranium pusillum	L.		NBNSYS0000003160										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000003160
flowering plant	Geranium robertianum	L.		NBNSYS0000003162										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000003162
flowering plant	Geranium rotundifolium	L.		NBNSYS0000003158										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000003158
flowering plant	Geranium sanguineum	L.		NBNSYS0000003153										RedList_ENG_post2001-NT,RedList_GB_post2001-LC															NBNSYS0000003153
flowering plant	Geranium sylvaticum	L.		NBNSYS0000003148										RedList_ENG_post2001-NT,RedList_GB_post2001-LC									NI_Priority		W(NI)O-Sch8_part1				NBNSYS0000003148
flowering plant	Geum rivale	L.		NBNSYS0000003363										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000003363
flowering plant	Geum urbanum	L.		NBNSYS0000003361										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000003361
flowering plant	Gladiolus illyricus	W.D.J. Koch		NHMSYS0000459073										RedList_ENG_post2001-VU,RedList_GB_post2001-VU				NR-excludes						WACA-Sch8					NHMSYS0000459073
flowering plant	Glaucium flavum	Crantz		NBNSYS0000002774										RedList_ENG_post2001-NT,RedList_GB_post2001-LC															NBNSYS0000002774
flowering plant	Glaux maritima	L.		NBNSYS0000003946										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000003946;NHMSYS0020823763
flowering plant	Glebionis segetum	(L.) Fourr.		NHMSYS0020110561										RedList_ENG_post2001-VU,RedList_GB_post2001-VU															NHMSYS0020110561
flowering plant	Glechoma hederacea	L.		NBNSYS0000004257										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000004257
flowering plant	Glyceria declinata	Bréb.		NHMSYS0000459086										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0000459086
flowering plant	Glyceria fluitans	(L.) R. Br.		NHMSYS0000459088										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0000459088
flowering plant	Glyceria maxima	(Hartm.) Holmb.		NHMSYS0000459090										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0000459090
flowering plant	Glyceria notata	Chevall.		NBNSYS0000002504										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000002504
flowering plant	Gnaphalium luteoalbum	L.		NBNSYS0000004412																				WACA-Sch8					NBNSYS0000004412;NHMSYS0021870182
flowering plant	Gnaphalium norvegicum	Gunnerus		NHMSYS0000459100										RedList_GB_post2001-LC				NS-excludes											NHMSYS0000459100;NHMSYS0000461173
flowering plant	Gnaphalium supinum	L.		NBNSYS0000004410										RedList_GB_post2001-NT															NBNSYS0000004410;NHMSYS0100002170
flowering plant	Gnaphalium sylvaticum	L.		NBNSYS0000004408										RedList_ENG_post2001-EN,RedList_GB_post2001-EN							Scottish_Biodiversity_List		NI_Priority						NBNSYS0000004408;NHMSYS0000461174
flowering plant	Gnaphalium uliginosum	L.		NBNSYS0000004411										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000004411
flowering plant	Goodyera repens	(L.) R. Br.		NHMSYS0000459112										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0000459112
flowering plant	Groenlandia densa	(L.) Fourr.		NBNSYS0000002147										RedList_ENG_post2001-VU,RedList_GB_post2001-VU															NBNSYS0000002147
flowering plant	Gymnadenia borealis	(Druce) R.M. Bateman, Pridgeon & M.W. Chase		NHMSYS0000459167										RedList_ENG_post2001-DD,RedList_GB_post2001-LC								Env (Wales) Act S7							NHMSYS0000459167
flowering plant	Gymnadenia conopsea	(L.) R. Br.		NHMSYS0000459168										RedList_ENG_post2001-LC,RedList_GB_post2001-LC								Env (Wales) Act S7							NHMSYS0000459168
flowering plant	Gymnadenia conopsea agg.			NHMSYS0021118921										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0021118921
flowering plant	Gymnadenia densiflora	(Wahlenb.) A. Dietr.		NHMSYS0000459171										RedList_ENG_post2001-DD,RedList_GB_post2001-DD								Env (Wales) Act S7							NHMSYS0000459171
flowering plant	Hammarbya paludosa	(L.) Kuntze		NBNSYS0000002303						ECCITES-B				RedList_ENG_post2001-VU,RedList_GB_post2001-LC								Env (Wales) Act S7			W(NI)O-Sch8_part1				NBNSYS0000002303
flowering plant	Hedera helix		s.l.	NHMSYS0021118909										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0021118909
flowering plant	Hedera helix	L.		NBNSYS0000003630										RedList_ENG_post2001-LC															NBNSYS0000003630
flowering plant	Hedera helix subsp. helix	L.		NHMSYS0000459245										RedList_GB_post2001-LC															NBNSYS0000003630;NHMSYS0000459245
flowering plant	Hedera hibernica	(G. Kirchn.) Bean		NHMSYS0000459250										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0000459250
flowering plant	Helianthemum apenninum	(L.) Mill.		NHMSYS0000459259										RedList_ENG_post2001-VU,RedList_GB_post2001-VU				NR-excludes											NHMSYS0000459259
flowering plant	Helianthemum nummularium	(L.) Mill.		NHMSYS0000459266										RedList_ENG_post2001-NT,RedList_GB_post2001-LC															NHMSYS0000459266
flowering plant	Helianthemum oelandicum	(L.) Dum. Cours.		NHMSYS0000459267										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0000459267
flowering plant	Helianthemum oelandicum subsp. incanum	(Willk.) G. López		NHMSYS0000459269										RedList_ENG_post2001-LC,RedList_GB_post2001-LC				NS-excludes											NHMSYS0000459267;NHMSYS0000459269
flowering plant	Helianthemum oelandicum subsp. levigatum	(M. Proctor) D.H. Kent		NBNSYS0100003384										RedList_ENG_post2001-VU,RedList_GB_post2001-VU				NR-excludes	BAP-2007	England_NERC_S.41									NBNSYS0100003384;NHMSYS0000459267
flowering plant	Helictotrichon pratense	(L.) Besser		NBNSYS0000002616										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000002616;NHMSYS0021873287
flowering plant	Helictotrichon pubescens	(Huds.) Pilg.		NHMSYS0000459280										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NHMSYS0000456377;NHMSYS0000459280
flowering plant	Helleborus foetidus	L.		NBNSYS0000002693										RedList_ENG_post2001-LC,RedList_GB_post2001-LC				NS-excludes											NBNSYS0000002693
flowering plant	Helleborus viridis	L.		NBNSYS0000002694										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000002694
flowering plant	Heracleum sphondylium	L.		NBNSYS0000003710										RedList_ENG_post2001-LC,RedList_GB_post2001-LC															NBNSYS0000003710
