Order	Family	Genus	Species	Taxon
Lepidoptera	Noctuidae	Spodoptera	littoralis	Spodoptera littoralis
Lepidoptera	Noctuidae	Spodoptera	litura	Spodoptera litura
Lepidoptera	Noctuidae	Spodoptera	ornithogalli	Spodoptera ornithogalli
Lepidoptera	Notodontidae	Thaumetopoea	pinivora	Thaumetopoea pinivora
Lepidoptera	Notodontidae	Thaumetopoea	pityocampa	Thaumetopoea pityocampa
Lepidoptera	Notodontidae	Thaumetopoea	processionea	Thaumetopoea processionea
Lepidoptera	Pyralidae	Achyra	rantalis	Achyra rantalis
Lepidoptera	Pyralidae	Acrobasis	pirivorella	Acrobasis pirivorella
Lepidoptera	Pyralidae	Cydalima	perspectalis	Cydalima perspectalis
Lepidoptera	Pyralidae	Elasmopalpus	lignosellus	Elasmopalpus lignosellus
Lepidoptera	Pyralidae	Euzophera	semifuneralis	Euzophera semifuneralis
Lepidoptera	Saturniidae	Hylesia	nigricans	Hylesia nigricans
Lepidotera	Tineidae	Opogona	sacchari	Opogona sacchari
Thysanoptera	Thripidae	Ceratothripoides	brunneus	Ceratothripoides brunneus
Thysanoptera	Thripidae	Ceratothripoides	claratris	Ceratothripoides claratris
Thysanoptera	Thripidae	Dichromothrips	corbetti	Dichromothrips corbetti
Thysanoptera	Thripidae	Frankliniella	fusca	Frankliniella fusca
Thysanoptera	Thripidae	Frankliniella	schultzei	Frankliniella schultzei
Thysanoptera	Thripidae	Scirtothrips	aurantii	Scirtothrips aurantii
Thysanoptera	Thripidae	Scirtothrips	citri	Scirtothrips citri
Thysanoptera	Thripidae	Scirtothrips	dorsalis	Scirtothrips dorsalis
Thysanoptera	Thripidae	Thrips	palmi	Thrips palmi
Thysanoptera	Thripidae	Thrips	parvispinus	Thrips parvispinus
