row	taxon_name	scientificName	key	matchType	confidence	status	rank	kingdom	phylum	class	order	family	genus	species	original list	synonyms
176	Adrama rufiventris	Adrama rufiventris (Walker, 1860)	1623768	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Adrama	Adrama rufiventris	genus	
177	Adrama selecta	Adrama selecta Walker, 1859	1623769	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Adrama	Adrama selecta	genus	
178	Aeolesthes sarta	Aeolesthes sarta (Solsky, 1871)	1160956	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Aeolesthes	Aeolesthes sarta	species	
179	Agrilus angustulus	Agrilus angustulus (Illiger, 1803)	4432673	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus angustulus	allied_species	
180	Agrilus anxius	Agrilus anxius Gory, 1841	6003913	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus anxius	species	
181	Agrilus ater	Agrilus ater (Linnaeus, 1767)	4432722	EXACT	97	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus ater	allied_species	
182	Agrilus auroguttatus	Agrilus auroguttatus Schaeffer, 1905	5878491	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus auroguttatus	species	
183	Agrilus biguttatus	Agrilus biguttatus (Fabricius, 1776)	4432634	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus biguttatus	species	
185	Agrilus bilineatus	Agrilus bilineatus (Weber, 1801)	6003962	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus bilineatus	species	
186	Agrilus cuprescens	Agrilus cuprescens (MÃ©nÃ©triÃ©s, 1832)	4432626	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus cuprescens	allied_species	
187	Agrilus cyanescens	Agrilus cyanescens (Ratzeburg, 1837)	4432773	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus cyanescens	allied_species	
188	Agrilus dureli	Agrilus dureli Jendek, 2011	10672085	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Agrilus	Agrilus dureli	species	
189	Agrilus fleischeri	Agrilus fleischeri Obenberger, 1925	9399561	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus fleischeri	species	
190	Agrilus granulatus	Agrilus granulatus (Say, 1823)	6004047	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus granulatus	species	
191	Agrilus granulatus	Agrilus granulatus (Say, 1823)	6004047	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus granulatus	species	
192	Agrilus hastulifer	Agrilus hastulifer (Ratzeburg, 1837)	4432743	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus hastulifer	species	
193	Agrilus horni	Agrilus horni Kerremans, 1900	6004079	EXACT	98	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus horni	species	
194	Agrilus laticornis	Agrilus laticornis (Illiger, 1803)	4432706	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus laticornis	allied_species	
195	Agrilus mali	Agrilus mali Matsumura, 1924	9379101	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus mali	species	
196	Agrilus olivicolor	Agrilus olivicolor Kiesenwetter, 1857	4432745	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus olivicolor	allied_species	
197	Agrilus planipennis	Agrilus planipennis Fairmaire, 1888	5878492	EXACT	97	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus planipennis	species	
199	Agrilus sinuatus	Agrilus sinuatus (Olivier, 1790)	4432736	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus sinuatus	allied_species	
200	Agrilus sulcicollis	Agrilus sulcicollis Lacordaire, 1835	4432612	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus sulcicollis	allied_species	
201	Agrilus viridis	Agrilus viridis (Linnaeus, 1758)	4432616	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus viridis	allied_species	
202	Agriphila aeneociliella	Agriphila aeneociliella (Eversmann, 1844)	1878946	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	Agriphila	Agriphila aeneociliella	species	
203	Agriphila geniculea	Agriphila geniculea (Haworth, 1811)	4531506	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	Agriphila	Agriphila geniculea	allied_species	
204	Agriphila inquinatella	Agriphila inquinatella (Denis & SchiffermÃ¼ller) , 1775	1878895	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	Agriphila	Agriphila inquinatella	allied_species	
205	Agriphila latistria	Agriphila latistria (Haworth, 1811)	4531517	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	Agriphila	Agriphila latistria	allied_species	
206	Agriphila poliellus	Agriphila poliellus Treitschke, 1832	1878944	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	Agriphila	Agriphila poliellus	allied_species	
207	Agriphila selasella	Agriphila selasella HÃ¼bner	1878939	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	Agriphila	Agriphila selasella	allied_species	
208	Agriphila straminella	Agriphila straminella (Denis & SchiffermÃ¼ller) , 1775	1878879	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	Agriphila	Agriphila straminella	allied_species	
209	Agriphila tristella	Agriphila tristellus (Denis & SchiffermÃ¼ller) , 1775	1878862	FUZZY	96	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	Agriphila	Agriphila tristellus	allied_species	
210	Agrypnus murinus	Agrypnus murinus (Linnaeus, 1758)	4428942	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Agrypnus	Agrypnus murinus	allied_species	
211	Agrypnus variabilis	Agrypnus Eschscholtz, 1829	4404338	HIGHERRANK	94	ACCEPTED	GENUS	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Agrypnus		species	
212	Aleurocanthus camelliae	Aleurocanthus camelliae Kanmiya & Kasai, 2011	7661391	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Aleyrodidae	Aleurocanthus	Aleurocanthus camelliae	species	
213	Aleurocanthus spiniferus	Aleurocanthus spiniferus (Quaintance, 1903)	2012158	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Aleyrodidae	Aleurocanthus	Aleurocanthus spiniferus	species	
214	Aleurodicus dispersus	Aleurodicus dispersus Russell, 1965	2012122	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Aleyrodidae	Aleurodicus	Aleurodicus dispersus	species	
215	Aleurotrachelus trachoides	Aleurotrachelus trachoides (Back, 1912)	8407378	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Aleyrodidae	Aleurotrachelus	Aleurotrachelus trachoides	species	
216	Alsophila aescularia	Alsophila aescularia (Denis & SchiffermÃ¼ller) , 1775	5143947	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Alsophila	Alsophila aescularia	allied_species	
217	Alsophila pometaria	Alsophila pometaria (Harris, 1841)	5143952	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Alsophila	Alsophila pometaria	species	
218	Amphigonalia severini	Amphigonalia severini (DeLong, 1948)	2026105	EXACT	98	SYNONYM	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	Neokolla	Neokolla severini	species	
219	Anastrepha aberrans	Anastrepha aberrans Norrbom, 1993	1625131	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha aberrans	genus	
220	Anastrepha acca	Anastrepha acca Norrbom, 2015	10814756	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha acca	genus	
221	Anastrepha acidusa	Anastrepha acidusa (Walker, 1849)	1625086	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha acidusa	genus	
222	Anastrepha acris	Anastrepha acris Stone, 1942	1625109	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha acris	genus	
223	Anastrepha acuminata	Anastrepha acuminata Canal, 2010	8292225	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha acuminata	genus	
224	Anastrepha aczeli	Anastrepha aczeli Blanchard, 1961	1625219	EXACT	97	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha aczeli	genus	
225	Anastrepha adami	Anastrepha adami Norrbom, 2015	10189761	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha adami	genus	
226	Anastrepha aithogaster	Anastrepha aithogaster Norrbom, 2021	11775648	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha aithogaster	genus	
227	Anastrepha aliesae	Anastrepha aliesae Norrbom, 2021	11771909	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha aliesae	genus	
228	Anastrepha alveata	Anastrepha alveata Stone, 1942	1625142	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha alveata	genus	
229	Anastrepha alveatoides	Anastrepha alveatoides Blanchard, 1961	1625151	EXACT	97	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha alveatoides	genus	
230	Anastrepha amaryllis	Anastrepha amaryllis Tigrero, 1998	11695148	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha amaryllis	genus	
231	Anastrepha amazonensis	Anastrepha amazonensis Norrbom & Korytkowski, 2009	11659183	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha amazonensis	genus	
232	Anastrepha amita	Anastrepha amita Zucchi, 1979	1625265	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha amita	genus	
233	Anastrepha amnis	Anastrepha amnis Stone, 1942	1625023	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha amnis	genus	
234	Anastrepha ampliata	Anastrepha ampliata HernÃ¡ndez-Ortiz, 1991	1625165	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha ampliata	genus	
235	Anastrepha amplidentata	Anastrepha amplidentata Norrbom, 2015	10221590	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha amplidentata	genus	
236	Anastrepha anduzei	Anastrepha anduzei Stone, 1942	1625065	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha anduzei	genus	
237	Anastrepha annonae	Anastrepha annonae Norrbom, 2015	10444381	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha annonae	genus	
238	Anastrepha anomala	Anastrepha anomala Stone, 1942	1625216	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha anomala	genus	
239	Anastrepha anomoiae	Anastrepha anomoiae Norrbom, 2002	1625162	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha anomoiae	genus	
240	Anastrepha anopla	Anastrepha anopla Norrbom & Korytkowski, 2012	8501936	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha anopla	genus	
241	Anastrepha antilliensis	Anastrepha antilliensis Norrbom, 1998	1625089	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha antilliensis	genus	
242	Anastrepha antunesi	Anastrepha antunesi Lima, 1938	1625017	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha antunesi	genus	
243	Anastrepha aphelocentema	Anastrepha aphelocentema Stone, 1942	1625018	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha aphelocentema	genus	
244	Anastrepha apicata	Anastrepha apicata Norrbom & Korytkowski, 2003	1625196	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha apicata	genus	
245	Anastrepha aquila	Anastrepha aquila Norrbom, 1998	1625069	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha aquila	genus	
246	Anastrepha arevaloi	Anastrepha arevaloi Rodriguez & Norrbom, 2021	11905785	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha arevaloi	genus	
247	Anastrepha atlantica	Anastrepha atlantica Uramoto & Zucchi, 2010	7745358	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha atlantica	genus	
248	Anastrepha atrigona	Anastrepha atrigona Hendel, 1914	1625264	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha atrigona	genus	
249	Anastrepha atrox	Anastrepha atrox (Aldrich, 1925)	1625230	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha atrox	genus	
250	Anastrepha australis	Anastrepha australis (Blanchard, 1960)	10769811	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha australis	genus	
251	Anastrepha avispa	Anastrepha avispa Norrbom, 1998	1625055	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha avispa	genus	
252	Anastrepha bahiensis	Anastrepha bahiensis Lima, 1937	1625044	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha bahiensis	genus	
