Organism,Common Name,Common Name Source,Current Status,INSDC ID,ToL ID
Brachyptera putata,Not specified,NCBI_taxon,Annotation Complete,PRJEB22206,iBraPut3m
Acleris emargana,Not specified,NCBI_taxon,Annotation Complete,PRJEB48043,"ilAclEmar1, ilAclEmar2, ilAclEmar4, ilAclEmar3, ilAclEmar5"
Xestia sexstrigata,Not specified,NCBI_taxon,Annotation Complete,PRJEB52019,ilXesSexs1
Alcis repandata,mottled beauty moth,NCBI_taxon,Annotation Complete,PRJEB58929,"ilAlcRepa2, ilAlcRepa4, ilAlcRepa3, ilAlcRepa1"
Bellardia bayeri,Not specified,NCBI_taxon,Annotation Complete,PRJEB57427,"idBelBaye2, idBelBaye3, idBelBaye1"
Balaenoptera acutorostrata,minke whale,NCBI_taxon,Annotation Complete,PRJEB60646,mBalAcu1
Merzomyia westermanni,Not specified,NCBI_taxon,Annotation Complete,PRJEB48045,"idMerWest2, idMerWest1"
Luperina nickerlii,Sandhill rustic,NCBI_taxon,Annotation Complete,PRJEB67618,ilLupNick1
Aleochara curtula,Not specified,NCBI_taxon,Annotation Complete,PRJEB66246,icAleCurt1
Boloria selene,silver meadow fritillary,NCBI_taxon,Annotation Complete,PRJEB43029,"ilBolSele2, ilBolSele3, ilBolSele5, ilBolSele4, ilBolSele1"
Bugulina stolonifera,Not specified,NCBI_taxon,Annotation Complete,PRJEB51028,"tzBugStol1, tzBugStol2"
Diaphora mendica,Not specified,NCBI_taxon,Annotation Complete,PRJEB58227,"ilDiaMend1, ilDiaMend3, ilDiaMend2"
Ceratothoa steindachneri,Not specified,NCBI_taxon,Annotation Complete,PRJEB72112,"qmCerStei5, qmCerStei3, qmCerStei1, qmCerStei4, qmCerStei2"
Bombus hypnorum,Not specified,NCBI_taxon,Annotation Complete,PRJEB45105,"iyBomHypn3, iyBomHypn1, iyBomHypn2"
Tenthredo distinguenda,Not specified,NCBI_taxon,Annotation Complete,PRJEB55568,"iyTenDist2, iyTenDist1"
Scotopteryx chenopodiata,Not specified,NCBI_taxon,Annotation Complete,PRJEB71303,"ilScoChen2, ilScoChen1"
Bufo bufo,common toad,NCBI_taxon,Annotation Complete,PRJEB42234,aBufBuf1
Sprattus sprattus,European sprat,NCBI_taxon,Annotation Complete,PRJEB65262,fSprSpr1
Euplagia quadripunctaria,Not specified,NCBI_taxon,Annotation Complete,PRJEB64739,"ilEupQuad2, ilEupQuad1, ilEupQuad3"
Polymixis flavicincta,Not specified,NCBI_taxon,Annotation Complete,PRJEB60650,ilPolFlav1
Poecilus cupreus,Not specified,NCBI_taxon,Annotation Complete,PRJEB59297,"icPoeCupr2, icPoeCupr4, icPoeCupr3, icPoeCupr1"
Pipistrellus pygmaeus,soprano pipistrelle,NCBI_taxon,Annotation Complete,PRJEB61048,"mPipPyg3, mPipPyg2, mPipPyg1"
Trifolium dubium,Not specified,NCBI_taxon,Annotation Complete,PRJEB59393,"drTriDubi3, drTriDubi5, drTriDubi2, drTriDubi4, drTriDubi6"
Schoenoplectus triqueter,Not specified,NCBI_taxon,Annotation Complete,PRJEB68045,lpSchTriq1
Eledone cirrhosa,horned octopus,NCBI_taxon,Annotation Complete,PRJEB70261,xcEleCirr1
Barypeithes pellucidus,Not specified,NCBI_taxon,Annotation Complete,PRJEB68017,"icBarPell6, icBarPell2, icBarPell7, icBarPell10, icBarPell8, icBarPell9, icBarPell1, icBarPell4, icBarPell5, icBarPell3"
Psococerastis gibbosa,Not specified,NCBI_taxon,Annotation Complete,PRJEB71620,"iuPsoGibb3, iuPsoGibb1, iuPsoGibb2"
Eristalis arbustorum,Not specified,NCBI_taxon,Annotation Complete,PRJEB46262,"idEriArbu1, idEriArbu2, idEriArbu3, idEriArbu4"
Barbarea vulgaris,winter cress,NCBI_taxon,Annotation Complete,PRJEB65701,"ddBarVulg2, ddBarVulg1"
Dendrolimus pini,pine lappet,NCBI_taxon,Annotation Complete,PRJEB60711,ilDenPini1
Limnephilus marmoratus,Not specified,NCBI_taxon,Annotation Complete,PRJEB46272,"iiLimMarm3, iiLimMarm1, iiLimMarm2, iiLimMarm4"
Drosophila histrio,Not specified,NCBI_taxon,Annotation Complete,PRJEB57263,"idDroHist2, idDroHist3, idDroHist4, idDroHist1"
Yponomeuta evonymella,bird-cherry ermine,NCBI_taxon,Annotation Complete,PRJEB67424,"ilYpoEvon2, ilYpoEvon3, ilYpoEvon1"
Hyperoodon ampullatus,northern bottlenose whale,NCBI_taxon,Annotation Complete,PRJEB60009,"mHypAmp3, mHypAmp1, mHypAmp2"
Vanessa cardui,painted lady,NCBI_taxon,Annotation Complete,PRJEB42931,"ilVanCard3, ilVanCard1, ilVanCard2"
Rhaphigaster nebulosa,Not specified,NCBI_taxon,Annotation Complete,PRJEB57885,ihRhaNebu1
Brachypalpus laphriformis,Not specified,NCBI_taxon,Annotation Complete,PRJEB53857,idBraLaph1
Tipula fascipennis,Not specified,NCBI_taxon,Annotation Complete,PRJEB79784,"idTipFasc3, idTipFasc2, idTipFasc4, idTipFasc1"
Charanyca trigrammica,Not specified,NCBI_taxon,Annotation Complete,PRJEB85023,"ilChaTrig1, ilChaTrig2"
Agriphila inquinatella,Not specified,NCBI_taxon,Annotation Complete,PRJEB66411,ilAgrInqu1
Arcuatula senhousia,Asian date mussel,NCBI_taxon,Annotation Complete,PRJEB63650,"xbArcSenh3, xbArcSenh1, xbArcSenh4, xbArcSenh5, xbArcSenh2"
Chrysotoxum bicinctum,Not specified,NCBI_taxon,Annotation Complete,PRJEB45161,"idChrBici3, idChrBici2, idChrBici4, idChrBici5, idChrBici1"
Chrysolina oricalcia,Not specified,NCBI_taxon,Annotation Complete,PRJEB52652,"icChrOric3, icChrOric4, icChrOric2, icChrOric1"
Quercus robur,pedunculate oak,NCBI_taxon,Annotation Complete,PRJEB45102,"dhQueRobu90, dhQueRobu45, dhQueRobu41, dhQueRobu37, dhQueRobu31, dhQueRobu60, dhQueRobu80, dhQueRobu52, dhQueRobu61, dhQueRobu74, dhQueRobu44, dhQueRobu36, dhQueRobu54, dhQueRobu55, dhQueRobu65, dhQueRobu82, dhQueRobu64, dhQueRobu75, dhQueRobu86, dhQueRobu51, dhQueRobu34, dhQueRobu56, dhQueRobu39, dhQueRobu81, dhQueRobu62, dhQueRobu33, dhQueRobu25, dhQueRobu77, dhQueRobu48, dhQueRobu28, dhQueRobu20, dhQueRobu29, dhQueRobu46, dhQueRobu72, dhQueRobu66, dhQueRobu53, dhQueRobu76, dhQueRobu83, dhQueRobu30, dhQueRobu32, dhQueRobu84, dhQueRobu47, dhQueRobu88, dhQueRobu91, dhQueRobu67, dhQueRobu78, dhQueRobu23, dhQueRobu59, dhQueRobu71, dhQueRobu38, dhQueRobu58, dhQueRobu49, dhQueRobu73, dhQueRobu87, dhQueRobu35, dhQueRobu68, dhQueRobu3, dhQueRobu42, dhQueRobu40, dhQueRobu70, dhQueRobu50, dhQueRobu85, dhQueRobu24, dhQueRobu26, dhQueRobu63, dhQueRobu79, dhQueRobu27, dhQueRobu5, dhQueRobu69, dhQueRobu89, dhQueRobu57, dhQueRobu21, dhQueRobu43, dhQueRobu22"
Lamium amplexicaule,henbit,NCBI_taxon,Annotation Complete,PRJEB74749,daLamAmpl1
Pollenia griseotomentosa,Not specified,NCBI_taxon,Annotation Complete,PRJEB67406,"idPolGris2, idPolGris4, idPolGris1, idPolGris3, idPolGris5"
Sphecodes monilicornis,Not specified,NCBI_taxon,Annotation Complete,PRJEB45661,iySphMoni1
Solidago canadensis,Not specified,NCBI_taxon,Annotation Complete,PRJEB78928,daSolCann1
Peribatodes rhomboidaria,willow beauty,NCBI_taxon,Annotation Complete,PRJEB45167,"ilPerRhom2, ilPerRhom1"
Crioceris asparagi,common asparagus beetle,NCBI_taxon,Annotation Complete,PRJEB59076,"icCriAspa1, icCriAspa2"
Erynnis tages,Not specified,NCBI_taxon,Annotation Complete,PRJEB42092,"ilEryTage1, ilEryTage2"
Impatiens glandulifera,Not specified,NCBI_taxon,Annotation Complete,PRJEB22206,"dImpGla2, ddImpGlad1, ddImpGlad2"
Agrostemma githago,corn cockle,NCBI_taxon,Annotation Complete,PRJEB62047,dcAgrGith1
Syritta pipiens,Not specified,NCBI_taxon,Annotation Complete,PRJEB42079,"idSyrPipi5, idSyrPipi4, idSyrPipi11, idSyrPipi7, idSyrPipi10, idSyrPipi6, idSyrPipi9, idSyrPipi1, idSyrPipi3, idSyrPipi12, idSyrPipi2, idSyrPipi8"
Athripsodes cinereus,Not specified,NCBI_taxon,Annotation Complete,PRJEB57669,"iiAthCine4, iiAthCine5, iiAthCine1, iiAthCine2, iiAthCine3"
Taurulus bubalis,Not specified,NCBI_taxon,Annotation Complete,PRJEB45100,fTauBub2
Callimorpha dominula,Not specified,NCBI_taxon,Annotation Complete,PRJEB60213,"ilCalDomi5, ilCalDomi3, ilCalDomi1, ilCalDomi2, ilCalDomi4"
Agonopterix heracliana,Not specified,NCBI_taxon,Annotation Complete,PRJEB65230,"ilAgoHera1, ilAgoHera5, ilAgoHera2, ilAgoHera3, ilAgoHera4"
Eupithecia tripunctaria,Not specified,NCBI_taxon,Annotation Complete,PRJEB55975,"ilEupTrip2, ilEupTrip3, ilEupTrip1"
Synanthedon myopaeformis,Not specified,NCBI_taxon,Annotation Complete,PRJEB53609,"ilSynMyop2, ilSynMyop1"
Diarsia brunnea,Not specified,NCBI_taxon,Annotation Complete,PRJEB60713,"ilDiaBrun1, ilDiaBrun2"
Eledona agricola,Not specified,NCBI_taxon,Annotation Complete,PRJEB71654,"icEleAgri6, icEleAgri7, icEleAgri5, icEleAgri1, icEleAgri4, icEleAgri2, icEleAgri3"
Rosa agrestis,field briar,NCBI_taxon,Annotation Complete,PRJEB79879,drRosAgre1
Carex caryophyllea,Not specified,NCBI_taxon,Annotation Complete,PRJEB81068,lpCarCary1
Erodium moschatum,Not specified,NCBI_taxon,Annotation Complete,PRJEB81847,drEroMosc1
Melanophora roralis,Not specified,NCBI_taxon,Annotation Complete,PRJEB62611,idMelRora1
Strigamia acuminata,Not specified,NCBI_taxon,Annotation Complete,PRJEB59943,qcStrAcum1
Polymixis lichenea,Not specified,NCBI_taxon,Annotation Complete,PRJEB59080,"ilPolLich2, ilPolLich1"
Dolichovespula media,median wasp,NCBI_taxon,Annotation Complete,PRJEB45164,"iyDolMedi1, iyDolMedi2"
Furcula furcula,Not specified,NCBI_taxon,Annotation Complete,PRJEB45658,ilFurFurc1
Eristalinus sepulchralis,Not specified,NCBI_taxon,Annotation Complete,PRJEB53502,"idEriSepu3, idEriSepu4, idEriSepu1, idEriSepu2"
Glyphotaelius pellucidus,Not specified,NCBI_taxon,Annotation Complete,PRJEB50786,"iiGlyPell5, iiGlyPell7, iiGlyPell6, iiGlyPell2, iiGlyPell3, iiGlyPell4, iiGlyPell1"
Microchrysa polita,Not specified,NCBI_taxon,Annotation Complete,PRJEB56558,idMicPoli1
Osmia bicornis bicornis,red mason bee,NCBI_taxon,Annotation Complete,PRJEB22206,iOsmBic2
Gymnocheta viridis,Not specified,NCBI_taxon,Annotation Complete,PRJEB61906,"idGymViri2, idGymViri3, idGymViri1"
Athalia rosae,coleseed sawfly,NCBI_taxon,Annotation Complete,PRJEB45163,"iyAthRosa2, iyAthRosa10, iyAthRosa3, iyAthRosa4, iyAthRosa7, iyAthRosa5, iyAthRosa8, iyAthRosa6, iyAthRosa9, iyAthRosa1"
Tenthredo amoena,Not specified,NCBI_taxon,Annotation Complete,PRJEB68253,iyTenAmoe1
Erinaceus europaeus,western European hedgehog,NCBI_taxon,Annotation Complete,PRJEB60668,"mEriEur1, mEriEur2, mEriEur3"
Eristalis tenax,drone fly,NCBI_taxon,Annotation Complete,PRJEB43028,"idEriTena4, idEriTena3, idEriTena8, idEriTena64, idEriTena62, idEriTena61, idEriTena5, idEriTena6, idEriTena1, idEriTena7, idEriTena2"
Gonocerus acuteangulatus,Not specified,NCBI_taxon,Annotation Complete,PRJEB53927,"ihGonAcut3, ihGonAcut2, ihGonAcut1"
Amphipyra berbera,Not specified,NCBI_taxon,Annotation Complete,PRJEB45112,"ilAmpBerb1, ilAmpBerb3, ilAmpBerb2"
Potentilla sterilis,Not specified,NCBI_taxon,Annotation Complete,PRJEB68273,"drPotSter2, drPotSter1"
Euproctis similis,Not specified,NCBI_taxon,Annotation Complete,PRJEB42093,"ilEupSimi3, ilEupSimi1, ilEupSimi2"
Gasteruption jaculator,Not specified,NCBI_taxon,Annotation Complete,PRJEB59204,"iyGasJacu2, iyGasJacu1"
Idaea straminata,plain wave,NCBI_taxon,Annotation Complete,PRJEB61362,"ilIdaStra3, ilIdaStra2, ilIdaStra1"
Epirrhoe tristata,Not specified,NCBI_taxon,Annotation Complete,PRJEB61370,ilEpiTris1
Chrysomela populi,Not specified,NCBI_taxon,Annotation Complete,PRJEB80037,"icChrPopu5, icChrPopu1, icChrPopu3, icChrPopu2, icChrPopu4"
Mythimna conigera,Not specified,NCBI_taxon,Annotation Complete,PRJEB82380,"ilMytConi1, ilMytConi2, ilMytConi3"
Dryobota labecula,Not specified,NCBI_taxon,Annotation Complete,PRJEB57677,"ilDryLabe2, ilDryLabe1"
Xestia ashworthii,Not specified,NCBI_taxon,Annotation Complete,PRJEB60828,ilXesAshw1
Cosmia trapezina,dun-bar pinion,NCBI_taxon,Annotation Complete,PRJEB42087,"ilCosTrap2, ilCosTrap1"
Tetheella fluctuosa,Not specified,NCBI_taxon,Annotation Complete,PRJEB61502,ilTetFluc1
Phlegmacium triumphans,Not specified,NCBI_taxon,Annotation Complete,PRJEB77554,gfCorTriu1
Coleophora deauratella,Not specified,NCBI_taxon,Annotation Complete,PRJEB62176,ilColDeau1
Pollenia labialis,Not specified,NCBI_taxon,Annotation Complete,PRJEB59146,idPolLabi1
Orgyia antiqua,rusty tussock moth,NCBI_taxon,Annotation Complete,PRJEB47376,"ilOrgAnti2, ilOrgAnti3, ilOrgAnti4, ilOrgAnti1"
Rosa rugosa,Japanese rose,NCBI_taxon,Annotation Complete,PRJEB62729,drRosRugo1
Cloeon dipterum,Not specified,NCBI_taxon,Annotation Complete,PRJEB45140,"ieCloDipt6, ieCloDipt8, ieCloDipt1, ieCloDipt5, ieCloDipt4, ieCloDipt2, ieCloDipt10, ieCloDipt3, ieCloDipt9, ieCloDipt7"
Ancistrocerus nigricornis,Not specified,NCBI_taxon,Annotation Complete,PRJEB46273,"iyAncNigr2, iyAncNigr1"
Heteromyza rotundicornis,Not specified,NCBI_taxon,Annotation Complete,PRJEB61602,idHetRotu1
Netelia virgata,Not specified,NCBI_taxon,Annotation Complete,PRJEB61486,"iyNetVirg2, iyNetVirg3, iyNetVirg1"
Liopterus haemorrhoidalis,Not specified,NCBI_taxon,Annotation Complete,PRJEB70265,"icLioHaem2, icLioHaem1"
Brachylomia viminalis,Not specified,NCBI_taxon,Annotation Complete,PRJEB51264,ilBraVimi1
Podabrus alpinus,Not specified,NCBI_taxon,Annotation Complete,PRJEB49176,"icPodAlpi2, icPodAlpi1"
Vespa velutina,Not specified,NCBI_taxon,Annotation Complete,PRJEB22206,iVesVel2
Agrotis puta,Not specified,NCBI_taxon,Annotation Complete,PRJEB52474,"ilAgrPuta2, ilAgrPuta1"
Quercus petraea,sessile oak,NCBI_taxon,Annotation Complete,PRJEB74262,dhQuePetr1
Euplexia lucipara,Not specified,NCBI_taxon,Annotation Complete,PRJEB46838,ilEupLuci1
Bombus lapidarius,Not specified,NCBI_taxon,Annotation Complete,PRJEB66044,"iyBomLapi1, iyBomLapi3, iyBomLapi4, iyBomLapi2"
Pollenia pediculata,Not specified,NCBI_taxon,Annotation Complete,PRJEB81199,"idPolPedi1, idPolPedi2"
Tortricodes alternella,Not specified,NCBI_taxon,Annotation Complete,PRJEB57277,"ilTorAlte1, ilTorAlte3, ilTorAlte2"
Entoloma clypeatum,Not specified,NCBI_taxon,Annotation Complete,PRJEB60820,"gfEntClyp4, gfEntClyp1, gfEntClyp3, gfEntClyp2"
Aproaerema taeniolella,Not specified,NCBI_taxon,Annotation Complete,PRJEB56803,"ilAprTaen2, ilAprTaen3, ilAprTaen4, ilAprTaen1"
Pimpla rufipes,Not specified,NCBI_taxon,Annotation Complete,PRJEB61482,iyPimRufi1
Agriopis aurantiaria,scarce umber moth,NCBI_taxon,Annotation Complete,PRJEB46275,"ilAgrAura2, ilAgrAura1"
Nomophila noctuella,Not specified,NCBI_taxon,Annotation Complete,PRJEB63411,"ilNomNoct3, ilNomNoct2, ilNomNoct1"
Pterostichus madidus,Not specified,NCBI_taxon,Annotation Complete,PRJEB45155,"icPteMadi1, icPteMadi5, icPteMadi3, icPteMadi2, icPteMadi4"
Juncus squarrosus,Not specified,NCBI_taxon,Annotation Complete,PRJEB73925,lpJunSqua1
Phocoena phocoena,harbor porpoise,NCBI_taxon,Annotation Complete,PRJEB71541,mPhoPho1
Rosa spinosissima,Not specified,NCBI_taxon,Annotation Complete,PRJEB76758,drRosSpin1
Bombus hortorum,Not specified,NCBI_taxon,Annotation Complete,PRJEB43528,"iyBomHort3, iyBomHort2, iyBomHort1"
Tachystola acroxantha,Not specified,NCBI_taxon,Annotation Complete,PRJEB63502,"ilTacAcro4, ilTacAcro2, ilTacAcro6, ilTacAcro8, ilTacAcro5, ilTacAcro1, ilTacAcro3, ilTacAcro7"
Mythimna pallens,Not specified,NCBI_taxon,Annotation Complete,PRJEB62619,"ilMytPall2, ilMytPall1"
Celastrina argiolus,holly blue,NCBI_taxon,Annotation Complete,PRJEB42086,"ilCelArgi1, ilCelArgi2, ilCelArgi4, ilCelArgi3"
Erebia epiphron,mountain ringlet,NCBI_taxon,Annotation Complete,PRJEB72108,"ilEreEpip3, ilEreEpip6, ilEreEpip2, ilEreEpip5"
Hypsopygia costalis,Not specified,NCBI_taxon,Annotation Complete,PRJEB51263,"ilHypCost2, ilHypCost1"
Astur gentilis,Northern goshawk,NCBI_taxon,Annotation Complete,PRJEB48390,bAccGen1
Xanthorhoe montanata,Not specified,NCBI_taxon,Annotation Complete,PRJEB75411,"ilXanMont2, ilXanMont1"
Agrochola macilenta,Not specified,NCBI_taxon,Annotation Complete,PRJEB46286,"ilAgrMaci2, ilAgrMaci1"
Tiliacea citrago,Not specified,NCBI_taxon,Annotation Complete,PRJEB65383,"ilTilCitr1, ilTilCitr2"
Platypus cylindrus,Not specified,NCBI_taxon,Annotation Complete,PRJEB59383,"icPlaCyli4, icPlaCyli2, icPlaCyli1, icPlaCyli3"
Nomada panzeri,Not specified,NCBI_taxon,Annotation Complete,PRJEB61368,"iyNomPanz3, iyNomPanz1, iyNomPanz2"
Heracleum sphondylium,hogweed,NCBI_taxon,Annotation Complete,PRJEB80400,drHerSpho1
Cydia amplana,Not specified,NCBI_taxon,Annotation Complete,PRJEB58925,ilCydAmpl1
Andrena fulva,Not specified,NCBI_taxon,Annotation Complete,PRJEB54054,iyAndFulv1
Itoplectis maculator,Not specified,NCBI_taxon,Annotation Complete,PRJEB64972,"iyItoMacu2, iyItoMacu5, iyItoMacu3, iyItoMacu6, iyItoMacu1"
Episyrphus balteatus,marmalade hoverfly,NCBI_taxon,Annotation Complete,PRJEB53678,"idEpiBalt67, idEpiBalt66, idEpiBalt7, idEpiBalt65, idEpiBalt64, idEpiBalt8, idEpiBalt6, idEpiBalt9, idEpiBalt3, idEpiBalt1, idEpiBalt62, idEpiBalt5, idEpiBalt4, idEpiBalt2"
Notodonta dromedarius,Not specified,NCBI_taxon,Annotation Complete,PRJEB42102,"ilNotDrom2, ilNotDrom1"
Aquilegia vulgaris,Not specified,NCBI_taxon,Annotation Complete,PRJEB77579,dmAquVulg1
Anania fuscalis,Not specified,NCBI_taxon,Annotation Complete,PRJEB61348,"ilAnaFusc2, ilAnaFusc3, ilAnaFusc1"
Dichetophora obliterata,Not specified,NCBI_taxon,Annotation Complete,PRJEB70854,"idDicObli2, idDicObli1"
Oxystoma pomonae,Not specified,NCBI_taxon,Annotation Complete,PRJEB70640,"icOxyPomo4, icOxyPomo2, icOxyPomo3, icOxyPomo1"
Polyploca ridens,Not specified,NCBI_taxon,Annotation Complete,PRJEB61604,"ilPolRide3, ilPolRide2, ilPolRide1"
Chloroclysta siterata,Not specified,NCBI_taxon,Annotation Complete,PRJEB50717,"ilChlSite3, ilChlSite2, ilChlSite1"
Agonopterix subpropinquella,Not specified,NCBI_taxon,Annotation Complete,PRJEB47461,"ilAgoSubp2, ilAgoSubp1"
Synanthedon tipuliformis,Not specified,NCBI_taxon,Annotation Complete,PRJEB57661,"ilSynTipu3, ilSynTipu2, ilSynTipu1"
Canis lupus,wolf,NCBI_taxon,Annotation Complete,PRJEB43408,mCanLor1
Ptychoptera contaminata,Not specified,NCBI_taxon,Annotation Complete,PRJEB65379,"idPtyCont7, idPtyCont1, idPtyCont5, idPtyCont3, idPtyCont4, idPtyCont6, idPtyCont2"
Protophormia terraenovae,northern blowfly,NCBI_taxon,Annotation Complete,PRJEB59293,"idProTerr1, idProTerr6, idProTerr2, idProTerr3, idProTerr7, idProTerr4, idProTerr5"
Achlya flavicornis,Not specified,NCBI_taxon,Annotation Complete,PRJEB56907,"ilAchFlav2, ilAchFlav3, ilAchFlav1"
Merodon equestris,Not specified,NCBI_taxon,Annotation Complete,PRJEB61687,"idMerEque2, idMerEque5, idMerEque4, idMerEque6, idMerEque7, idMerEque3, idMerEque8, idMerEque1"
Agrochola litura,Not specified,NCBI_taxon,Annotation Complete,PRJEB59301,ilAgrLitu1
Volucella inanis,Not specified,NCBI_taxon,Annotation Complete,PRJEB44977,"idVolInan1, idVolInan3, idVolInan2"
Pandemis corylana,Not specified,NCBI_taxon,Annotation Complete,PRJEB55959,"ilPanCory2, ilPanCory3, ilPanCory1"
Venturia canescens,Not specified,NCBI_taxon,Annotation Complete,PRJEB61492,"iyVenCane4, iyVenCane3"
Prunella vulgaris,common self-heal,NCBI_taxon,Annotation Complete,PRJEB81022,"daPruVulg3, daPruVulg1"
Anarsia innoxiella,Not specified,NCBI_taxon,Annotation Complete,PRJEB56246,"ilAnaInnx2, ilAnaInnx3, ilAnaInnx5, ilAnaInnx1, ilAnaInnx4"
Archips crataeganus,Not specified,NCBI_taxon,Annotation Complete,PRJEB56799,"ilArcCraa2, ilArcCraa3, ilArcCraa1"
Orygma luctuosum,Not specified,NCBI_taxon,Annotation Complete,PRJEB79861,"idOryLuct20, idOryLuct35, idOryLuct10, idOryLuct36, idOryLuct26, idOryLuct17, idOryLuct33, idOryLuct28, idOryLuct9, idOryLuct31, idOryLuct18, idOryLuct24, idOryLuct2, idOryLuct12, idOryLuct23, idOryLuct5, idOryLuct8, idOryLuct19, idOryLuct7, idOryLuct25, idOryLuct6, idOryLuct29, idOryLuct16, idOryLuct13, idOryLuct32, idOryLuct14, idOryLuct3, idOryLuct4, idOryLuct22, idOryLuct34, idOryLuct11, idOryLuct27, idOryLuct15, idOryLuct30, idOryLuct37, idOryLuct21"
Xanthorhoe designata,Not specified,NCBI_taxon,Annotation Complete,PRJEB63490,ilXanDesi1
Epinotia bilunana,Not specified,NCBI_taxon,Annotation Complete,PRJEB55884,"ilEpiBilu1, ilEpiBilu2"
Acronicta psi,Not specified,NCBI_taxon,Annotation Complete,PRJEB55132,"ilAcrPsix3, ilAcrPsix2, ilAcrPsix1"
Bruchidius siliquastri,Not specified,NCBI_taxon,Annotation Complete,PRJEB59371,icBruSili1
Leptidea sinapis,Not specified,NCBI_taxon,Annotation Complete,PRJEB43784,"ilLepSina3, ilLepSina4, ilLepSina1, ilLepSina2"
Nicrophorus investigator,Not specified,NCBI_taxon,Annotation Complete,PRJEB61330,"icNicInve2, icNicInve1"
Agriopis leucophaearia,Not specified,NCBI_taxon,Annotation Complete,PRJEB59130,ilAgrLeuc1
Chelon labrosus,thicklip grey mullet,NCBI_taxon,Annotation Complete,PRJEB63498,fCheLab1
Chrysomela saliceti,Not specified,NCBI_taxon,Annotation Complete,PRJEB79782,"icChrSali2, icChrSali1"
Andrena nitida,Not specified,NCBI_taxon,Annotation Complete,PRJEB59200,"iyAndNiti3, iyAndNiti2, iyAndNiti1"
Thymelicus lineola,Essex skipper,NCBI_taxon,Annotation Complete,PRJEB59397,ilThyLine1
Synanthedon formicaeformis,red-tipped clearwing,NCBI_taxon,Annotation Complete,PRJEB53611,"ilSynForm4, ilSynForm3, ilSynForm5, ilSynForm1, ilSynForm2"
Miniopterus schreibersii,Schreibers' long-fingered bat,NCBI_taxon,Annotation Complete,PRJEB74977,mMinSch1
Primula veris,cowslip,NCBI_taxon,Annotation Complete,PRJEB68389,"ddPriVeri2, ddPriVeri1"
Crambus lathoniellus,Not specified,NCBI_taxon,Annotation Complete,PRJEB57114,"ilCraLath3, ilCraLath2, ilCraLath1"
Moehringia trinervia,Not specified,NCBI_taxon,Annotation Complete,PRJEB74622,dcMoeTrin1
Ypsolopha scabrella,Not specified,NCBI_taxon,Annotation Complete,PRJEB45147,"ilYpsScab1, ilYpsScab2, ilYpsScab3"
Mythimna lalbum,Not specified,NCBI_taxon,Annotation Complete,PRJEB58961,ilMytLalu1
Butyriboletus subappendiculatus,Not specified,NCBI_taxon,Annotation Complete,PRJEB77552,gfButSuba1
Eupithecia centaureata,Not specified,NCBI_taxon,Annotation Complete,PRJEB52800,"ilEupCent2, ilEupCent1, ilEupCent3, ilEupCent5, ilEupCent4, ilEupCent6, ilEupCent7"
Bibio marci,St. Mark's fly,NCBI_taxon,Annotation Complete,PRJEB45104,"idBibMarc3, idBibMarc1, idBibMarc2"
Antitype chi,Not specified,NCBI_taxon,Annotation Complete,PRJEB55574,"ilAntChix1, ilAntChix2"
Harmonia axyridis,Not specified,NCBI_taxon,Annotation Complete,PRJEB45165,"icHarAxyr3, icHarAxyr1, icHarAxyr2"
Tinea pellionella,casemaking clothes moth,NCBI_taxon,Annotation Complete,PRJEB57419,"ilTinPell1, ilTinPell2, ilTinPell3"
Gymnosoma rotundatum,Not specified,NCBI_taxon,Annotation Complete,PRJEB46261,idGymRotn1
Conomelus anceps,Not specified,NCBI_taxon,Annotation Complete,PRJEB58255,"ihConAnce5, ihConAnce1, ihConAnce8, ihConAnce2, ihConAnce4, ihConAnce7, ihConAnce6, ihConAnce3"
Anagallis arvensis,Not specified,NCBI_taxon,Annotation Complete,PRJEB76360,ddAnaArve1
Nematopogon swammerdamellus,Not specified,NCBI_taxon,Annotation Complete,PRJEB54806,"ilNemSwae1, ilNemSwae2"
Linnaemya tessellans,Not specified,NCBI_taxon,Annotation Complete,PRJEB59773,idLinTess1
