organism_key	taxon_version_key	kingdom	phylum_division	class	order	family	genus	taxon_name	taxon_authority	taxon_rank	synonyms	non_native_flag	terrestrial_freshwater_flag	freshwater	marine_flag	freshbase	ukceh_freshwater_list	pantheon_sqs	pantheon_conservation_status	pantheon_current_conservation_status	pantheon_designation_summary	pantheon_larval_feeding_guild	pantheon_adult_feeding_guild	pantheon_broad_biotope	pantheon_habitat	pantheon_resources	pantheon_specific_assemblage_type	pantheon_habitat_score	pantheon_associations	jncc_a: bern convention	jncc_c: birds directive	jncc_c1: convention on migratory species	jncc_c2: ospar	jncc_d: habitats directive	jncc_e: ec cites	jncc_f: global red list status	jncc_fa: red listing based on pre 1994 iucn guidelines	jncc_fb: red listing based on 1994 iucn guidelines	jncc_fc: red listing based on 2001 iucn guidelines	jncc_fd: red data categories  - birds (not based on iucn criteria)	jncc_fe: red data categories - spiders (not based on iucn criteria)	jncc_ga: rare and scarce species	jncc_gb: rare and scarce species (not based on iucn criteria)	jncc_ha: biodiversity action plan uk list of priority species	jncc_hb: biodiversity lists - england	jncc_hc: biodiversity lists - scotland	jncc_hd: biodiversity lists - wales	jncc_he: biodiversity lists - northern ireland	jncc_i: wildlife and countryside act 1981	jncc_j: the wildlife (northern ireland) order 1985	jncc_k: the conservation of habitats and species regulations 2010	jncc_l: the conservation (nature habitats, etc_) regulations (ni) 199	jncc_m: protection of badgers act
NBNORG0000018966	NBNSYS0000027677	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Stictochironomus	Stictochironomus sticticus	(Fabricius, 1781)	Species	Stictochironomus histrio;Tipula sticticus		Y	Y		Y	Y																																				
NBNORG0000009996	NBNSYS0000007564	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Stictonectes	Stictonectes lepidus	(Olivier, 1795)	Species	Graptodytes lepidus;Hydroporus lepidus		Y	Y		Y	Y	1	NT	NT	IUCN Threat listing (1)	predator	predator	wetland	lake; marshland; running water	shallow freshwater pond >> aquatic: sparsely vegetated, unmodified fast flowing streams		grazing marsh - salinity: 0, grazing marsh - status: 4	Arthropoda										RedList_GB_post2001-NT														
NBNORG0000089550	NHMSYS0001720260	Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Stictotarsus	Stictotarsus duodecimpustulatus	(Fabricius, 1792)	Species	Deronectes 12-pustulatus;Deronectes duodecimpustulatus;Hydroporus duodecempustulatus;Hydroporus duodecimpustulatus;Stictitarsus duodecimpustulatus;Stictotarsus 12-pustulatus		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	lake; running water	deep water, lakeside emergent/aquatic vegetation		grazing marsh - salinity: 0, grazing marsh - status: 2	Arthropoda																								
NBNORG0000018663	NBNSYS0000027262	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Stilobezzia	Stilobezzia flavirostris	(Winnertz, 1852)	Species	Ceratopogon flavirostris		Y	Y		Y	Y																																				
NBNORG0000018660	NBNSYS0000027258	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Stilobezzia	Stilobezzia gracilis	(Haliday, 1833)	Species	Ceratopogon gracilis		Y	Y		Y	Y																																				
NBNORG0000018661	NBNSYS0000027259	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Stilobezzia	Stilobezzia lutacea	Edwards, 1926	Species			Y	Y		Y	Y																																				
NBNORG0000018662	NBNSYS0000027260	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Stilobezzia	Stilobezzia ochracea	(Winnertz, 1852)	Species	Ceratopogon ochracea		Y	Y		Y	Y																																				
NBNORG0000012284	NBNSYS0000012195	Animalia	Arthropoda	Insecta	Diptera	Hybotidae	Stilpon	Stilpon graminum	(Fallén, 1815)	Species	Stilpon celeripes;Tachydromia celeripes;Tachydromia graminum		Y	Y		Y	Y	1				predator	predator	open habitats	tall sward & scrub	habitats >> unknown			Arthropoda																								
NBNORG0000043348	NBNSYS0100005613	Animalia	Arthropoda	Insecta	Diptera	Hybotidae	Stilpon	Stilpon lunatus	(Haliday in Walker, 1851)	Species	Drapetis lunata;Stilpon lunata		Y	Y		Y	Y																										NS-excludes										
NBNORG0000012285	NBNSYS0000012197	Animalia	Arthropoda	Insecta	Diptera	Hybotidae	Stilpon	Stilpon nubilus	Collin, 1926	Species	Stilpon nubila		Y	Y		Y	Y	1				predator	predator	open habitats	tall sward & scrub	habitats >> unknown		Wadensee Saltmarsh fidelity index: hal-2	Arthropoda																								
NBNORG0000043349	NBNSYS0100005614	Animalia	Arthropoda	Insecta	Diptera	Hybotidae	Stilpon	Stilpon sublunatus	Collin, 1961	Species	Stilpon sublunata		Y	Y		Y	Y	4	Notable	[Scarce]	[GB Rarity listing] (1)			wetland	acid & sedge peats	sphagnum/moss lawn																	Notable										
NBNORG0000012286	NBNSYS0000012199	Animalia	Arthropoda	Insecta	Diptera	Hybotidae	Stilpon	Stilpon subnubilus	Chvála, 1988	Species			Y	Y		Y	Y	1				predator	predator																														
NBNORG0000010110	NBNSYS0000007839	Animalia	Arthropoda	Insecta	Diptera	Stratiomyidae	Stratiomys	Stratiomys chamaeleon	(Linnaeus, 1758)	Species	Musca chamaeleon;Stratiomys chamelion		Y	Y		Y	Y	16	EN; NR	EN; Nationally Rare	GB Rarity listing (1); IUCN Threat listing (1)	saprophagous	nectivore	wetland	acid & sedge peats; running water	flow >> slow flow, seepages >> base rich seepage, seepages >> unshaded seepage, wetland vegetation	W126	seepage (calcareous): A											RedList_GB_post2001-EN			NR-includes				Scottish_Biodiversity_List							
NBNORG0000010112	NBNSYS0000007841	Animalia	Arthropoda	Insecta	Diptera	Stratiomyidae	Stratiomys	Stratiomys longicornis	(Scopoli, 1763)	Species	Hirtea longicornis;Musca tenebrica;Stratiomys tenebrica		Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	saprophagous	nectivore	coastal	brackish pools & ditches; saltmarsh	saltmarsh vegetation	M311	grazing marsh - salinity: 2, grazing marsh - status: 5											RedList_GB_post2001-LC			NS-includes											
NBNORG0000010113	NBNSYS0000007842	Animalia	Arthropoda	Insecta	Diptera	Stratiomyidae	Stratiomys	Stratiomys potamida	Meigen, 1822	Species	Stratiomys chamaeleon;Stratiomys splendens		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	saprophagous	nectivore	wetland	acid & sedge peats; base rich seepage; marshland	base status >> base, wetland vegetation	W126	grazing marsh - salinity: 0, grazing marsh - status: 3, seepage (calcareous): B, seepage (soft rock cliff): B, seepage (woodland): B											RedList_GB_post2001-LC														
NBNORG0000010111	NBNSYS0000007840	Animalia	Arthropoda	Insecta	Diptera	Stratiomyidae	Stratiomys	Stratiomys singularior	(Harris, [1776])	Species	Musca singularior;Stratiomys furcata;Stratiomys riparia		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	saprophagous	nectivore	coastal; wetland	acid & sedge peats; brackish pools & ditches; saltmarsh	aquatic: well vegetated, saline silt, saltmarsh vegetation, shallow freshwater pond >> aquatic: well vegetated		grazing marsh - salinity: 0, grazing marsh - status: 3											RedList_GB_post2001-LC														
NBNORG0000085929	NHMSYS0001593894	Animalia	Arthropoda	Branchiopoda	Diplostraca	Macrothricidae	Streblocerus	Streblocerus serricaudatus	(Fischer, 1849)	Species	Daphnia serricaudatus		Y	Y		Y	Y																																				
NBNORG0000011687	NBNSYS0000011405	Animalia	Arthropoda	Chilopoda	Geophilomorpha	Linotaeniidae	Strigamia	Strigamia maritima	(Leach, 1817)	Species	Geophilus algarum;Scolioplanes maritima		Y	Y	Y	Y	Y	1		LC	IUCN Threat listing (1)																		RedList_GB_post2001-LC														
NBNORG0000061883	NHMSYS0000546634	Animalia	Platyhelminthes	Rhabditophora	Rhabdocoela	Typhloplanidae	Strongylostoma	Strongylostoma elongatum	Hofsten, 1907	Species			Y	Y		Y	Y																																				
NBNORG0000061884	NHMSYS0000546635	Animalia	Platyhelminthes	Rhabditophora	Rhabdocoela	Typhloplanidae	Strongylostoma	Strongylostoma radiatum	(Müller, 1774)	Species			Y	Y		Y	Y																																				
NBNORG0000099536	NHMSYS0020703503	Animalia	Arthropoda	Arachnida	Trombidiformes	Momoniidae	Stygomononia	Stygomononia latipes	Szalay, 1943	Species	Stygomomonia latipes		Y	Y		Y	Y																																				
NBNORG0000017058	NBNSYS0000022333	Animalia	Annelida	Clitellata	Haplotaxida	Tubificidae	Stylaria	Stylaria lacustris	(Linnaeus, 1767)	Species			Y	Y	Y	Y	Y																																				
NBNORG0000086642	NHMSYS0001700171	Animalia	Gastrotricha		Chaetonotida	Dasydytidae	Stylochaeta	Stylochaeta fusiformis	(Spencer, 1890)	Species			Y	Y		Y	Y																																				
NBNORG0000044819	NBNSYS0100015944	Animalia	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus	Stylodrilus brachystylus	Hrabĕ, 1929	Species			Y	Y		Y	Y																																				
NBNORG0000063785	NHMSYS0021048492	Animalia	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus	Stylodrilus cernosvitovi	(Hrabe, 1950)	Species				Y	Y	Y	Y																																				
NBNORG0000099677	NHMSYS0020703649	Animalia	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus	Stylodrilus heringianus	Claparède, 1862	Species			Y	Y		Y	Y																																				
NBNORG0000044820	NBNSYS0100015945	Animalia	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus	Stylodrilus lemani	(Grube, 1879) 	Species			Y	Y		Y	Y																																				
NBNORG0000044821	NHMSYS0021048493	Animalia	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus	Stylodrilus parvus	(Hrabe & Cernosvitov, 1927)	Species			Y	Y	Y	Y	Y																																				
NBNORG0000008979	NHMSYS0021009106	Animalia	Arthropoda	Insecta	Odonata	Gomphidae	Stylurus	Stylurus flavipes	(Charpentier, 1825)	Species	Gomphus flavipes		Y	Y		Y	Y																																				
NBNORG0000086874	NHMSYS0001702223	Animalia	Mollusca	Gastropoda	Pulmonata	Succineidae	Succinea	Succinea putris	(Linnaeus, 1758)	Species			Y			Y	Y	1				herbivore	herbivore	wetland	acid & sedge peats; lake	shallow freshwater pond													RedList_GB_post2001-LC														
NBNORG0000097687	NHMSYS0020528289	Animalia	Mollusca	Gastropoda	Pulmonata	Succineidae	Succinella	Succinella oblonga	(Draparnaud, 1801)	Species	Succinea oblonga		Y			Y	Y	8	NR; VU	Nationally Rare; VU	GB Rarity listing (1); IUCN Threat listing (1)	herbivore	herbivore	wetland	marshland	shallow freshwater pond, wetland vegetation			Plantae										RedList_GB_post2001-VU			NR-includes				Scottish_Biodiversity_List		NI_Priority					
NBNORG0000075294	NHMSYS0000901632	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Sulcarius	Sulcarius biannulatus	(Gravenhorst, 1829)	Species	Eriplanus biannulatus		Y	Y		Y	Y																																				
NBNORG0000043361	NBNSYS0100005636	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Sybistroma	Sybistroma obscurellum	(Fallén, 1823)	Species	Dolichopus obscurellus;Dolichopus xanthogastra;Hypophyllus obscurellus;Sybistroma xanthogastra		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	tree-associated	shaded woodland floor	conifer or broadleaved >> broadleaved only, humidity >> damp, humidity >> wet, shadiness >> heavy shade, woodland habitat			Arthropoda, Plantae																								
NBNORG0000045737	NBNSYS0100027489	Animalia	Arthropoda	Insecta	Diptera	Psychodidae	Sycorax	Sycorax feuerborni	Jung, 1954	Species			Y	Y		Y	Y																																				
NBNORG0000045117	NBNSYS0100019104	Animalia	Arthropoda	Insecta	Diptera	Psychodidae	Sycorax	Sycorax silacea	Haliday in Curtis, 1839	Species			Y	Y		Y	Y																																				
NBNORG0000043362	NBNSYS0100005637	Animalia	Arthropoda	Insecta	Diptera	Psychodidae	Sycorax	Sycorax similis	(Müller, 1927)	Species	Microdixa similis		Y	Y		Y	Y																																				
NBNORG0000008978	NBNSYS0000005618	Animalia	Arthropoda	Insecta	Odonata	Lestidae	Sympecma	Sympecma fusca	(Vander Linden, 1820)	Species			Y	Y		Y	Y																																				
NBNORG0000009006	NBNSYS0000005651	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Sympetrum	Sympetrum danae	(Sulzer, 1776)	Species	Sympetrum scoticum		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	shallow freshwater pond >> aquatic: well vegetated, sphagnum/moss lawn	W312	acid mire: B, grazing marsh - salinity: 0, grazing marsh - status: 1	Arthropoda										RedList_GB_post2001-LC														
NBNORG0000009004	NBNSYS0000005649	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Sympetrum	Sympetrum flaveolum	(Linnaeus, 1758)	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)																		RedList_GB_post2001-LC														
NBNORG0000052156	NHMSYS0000344188	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Sympetrum	Sympetrum fonscolombii	(Selys, 1840)	Species	Sympetrum fonscolombeii;Sympetrum fonscolombi		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)																		RedList_GB_post2001-LC														
NBNORG0000009003	NBNSYS0000005648	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Sympetrum	Sympetrum meridionale	(Selys, 1841)	Species			Y	Y		Y	Y																																				
NBNORG0000052158	NHMSYS0000344190	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Sympetrum	Sympetrum pedemontanum	(Allioni, 1766)	Species			Y	Y		Y	Y																																				
NBNORG0000009005	NBNSYS0000005650	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Sympetrum	Sympetrum sanguineum	(Müller, 1764)	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	marshland	shallow freshwater pond >> aquatic: well vegetated		grazing marsh - salinity: 0, grazing marsh - status: 2	Arthropoda							RedList_Global_post2001-LC			RedList_GB_post2001-LC														
NBNORG0000009002	NBNSYS0000005645	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Sympetrum	Sympetrum striolatum	(Charpentier, 1840)	Species	Sympetrum nigrescens;Sympetrum striolatum subsp. striolatum		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	marshland	shallow freshwater pond >> aquatic: well vegetated		grazing marsh - salinity: 0, grazing marsh - status: 1	Arthropoda							RedList_Global_post2001-LC			RedList_GB_post2001-DD,RedList_GB_post2001-LC														
NBNORG0000009001	NBNSYS0000005644	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Sympetrum	Sympetrum vulgatum	(Linnaeus, 1758)	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)																																
NBNORG0000045770	NBNSYS0100027531	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Symplecta	Symplecta chosenensis	(Alexander, 1940)	Species	Erioptera chosenensis		Y	Y		Y	Y	8				saprophagous	does not feed	wetland	running water	flow >> slow flow, seepages >> base rich seepage, seepages >> soft rock cliff seepage, seepages >> unshaded seepage	W126	soft rock cliff: 1																									
NBNORG0000043372	NBNSYS0100005652	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Symplecta	Symplecta hybrida	(Meigen, 1804)	Species	Erioptera hybrida;Limnobia punctipennis;Limonia hybrida;Symplecta punctipennis		Y	Y		Y	Y	1				saprophagous	does not feed	wetland	marshland; running water	base status >> base-neutral, drawdown zone: mud/shallow litter, exposed riverine sediments >> riparian sand, flow >> slow flow		Wadensee Saltmarsh fidelity index: hal-2																									
NBNORG0000043373	NBNSYS0100005653	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Symplecta	Symplecta meigeni	(Zetterstedt, [1838])	Species	Erioptera meigeni;Psiloconopa meigeni		Y	Y		Y	Y	8	RDB 3	[Rare]	[GB Rarity listing] (1)	saprophagous	does not feed	wetland	running water	drawdown zone: mud/shallow litter, exposed riverine sediments >> riparian sand, wetland vegetation	W114										RedList_GB_Pre94-R																
NBNORG0000010422	NHMSYS0021266007	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Symplecta	Symplecta pilipes	(Fabricius, 1787)	Species	Erioptera pilipes;Tipula pilipes;Trimicra marginata;Trimicra pilipes		Y			Y	Y	1				saprophagous	does not feed	wetland	marshland	drawdown zone: mud/shallow litter, shallow freshwater pond																											
NBNORG0000043375	NBNSYS0100005655	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Symplecta	Symplecta pusilla	(Schiner, 1865)	Species	Erioptera pusilla;Gnophomyia pusilla		Y	Y		Y	Y	16	RDB 1	[Threat]	[IUCN Threat listing] (1)	saprophagous	does not feed	wetland	running water	exposed riverine sediments >> riparian sand											RedList_GB_Pre94-EN																
NBNORG0000125471	NHMSYS0021199958	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Symplecta	Symplecta scotica	(Edwards, 1938)	Species	Erioptera scotica;Psiloconopa novaezemblae;Symplecta novaezemblae;Symplecta novaezemblae subsp. scotica		Y			Y	Y	16	RDB 1	[Threat]	[IUCN Threat listing] (2)	saprophagous	does not feed	coastal; wetland	marshland; running water; saltmarsh; sandy beach	drawdown zone: mud/shallow litter, exposed riverine sediments >> riparian sand, flow >> slow flow, freshwater seepages, saline silt		seepage (soft rock cliff): A									RedList_GB_Pre94-EN																
NBNORG0000043376	NBNSYS0100005656	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Symplecta	Symplecta stictica	(Meigen, 1818)	Species	Erioptera stictica;Limnobia stictica		Y	Y		Y	Y	1				saprophagous	does not feed	coastal; wetland	acid & sedge peats; brackish pools & ditches; saltmarsh	deep litter, drawdown zone: mud/shallow litter, saline silt		coarse woody debris: c, Wadensee Saltmarsh fidelity index: hal-1-2																									
NBNORG0000018745	NBNSYS0000027370	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Sympotthastia	Sympotthastia zavreli	Pagast, 1947	Species			Y	Y		Y	Y																																				
NBNORG0000109073	NHMSYS0021008770	Animalia	Arthropoda	Insecta	Trichoptera	Glossosomatidae	Synagapetus	Synagapetus dubitans	McLachlan, 1879	Species			Y	Y		Y	Y	8	DD; NR	DD; Nationally Rare	GB Rarity listing (1); IUCN Threat listing (1)																		RedList_GB_post2001-DD			NR-includes											
NBNORG0000039600	NBNSYS0000187515	Animalia	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta baltica	Ehrenberg, 1834	Species			Y	Y	Y	Y	Y																																				
NBNORG0000039601	NBNSYS0000187516	Animalia	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta bicornis	Smith, 1904	Species			Y	Y	Y	Y	Y																																				
NBNORG0000044824	NBNSYS0100016031	Animalia	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta calva	Ruttner-Kolisko, 1970	Species				Y		Y	Y																																				
NBNORG0000039602	NBNSYS0000187517	Animalia	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta cecilia	Rousselet, 1902	Species			Y	Y	Y	Y	Y																																				
NBNORG0000044825	NBNSYS0100016032	Animalia	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta grandis	Zacharias, 1893	Species				Y		Y	Y																																				
NBNORG0000039604	NBNSYS0000187519	Animalia	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta grimpei	Remane, 1929	Species			Y	Y	Y	Y	Y																																				
NBNORG0000039605	NBNSYS0000187520	Animalia	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta gyrina	Hood, 1887	Species			Y	Y	Y	Y	Y																																				
NBNORG0000039606	NBNSYS0000187521	Animalia	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta littoralis	Rousselet, 1902	Species	Synchaeta litoralis		Y	Y	Y	Y	Y																																				
NBNORG0000039607	NBNSYS0000187522	Animalia	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta longipes	Gosse, 1887	Species			Y	Y	Y	Y	Y																																				
NBNORG0000044827	NBNSYS0100016034	Animalia	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta oblonga	Ehrenberg, 1832	Species				Y		Y	Y																																				
NBNORG0000039609	NBNSYS0000187524	Animalia	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta pectinata	Ehrenberg, 1832	Species			Y	Y	Y	Y	Y																																				
NBNORG0000039610	NBNSYS0000187525	Animalia	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta stylata	Wierzejski, 1893	Species			Y	Y	Y	Y	Y																																				
NBNORG0000039611	NBNSYS0000187526	Animalia	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta tavina	Hood, 1893	Species			Y	Y	Y	Y	Y																																				
NBNORG0000044828	NBNSYS0100016035	Animalia	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta tremula	(Müller, 1786)	Species				Y		Y	Y																																				
NBNORG0000039612	NBNSYS0000187527	Animalia	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta triophthalma	Lauterborn, 1894	Species			Y	Y	Y	Y	Y																																				
NBNORG0000039613	NBNSYS0000187528	Animalia	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta vorax	Rousselet, 1902	Species			Y	Y	Y	Y	Y																																				
NBNORG0000044829	NBNSYS0100016037	Animalia	Arthropoda	Insecta	Hymenoptera	Braconidae	Syncrasis	Syncrasis fucicola	(Haliday, 1838)	Species			Y	Y		Y	Y																																				
NBNORG0000018746	NBNSYS0000027371	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Syndiamesa	Syndiamesa edwardsi	(Pagast, 1947)	Species	Sympotthastia edwardsi		Y	Y		Y	Y																																				
NBNORG0000130167	NBNSYS0100005662	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Synendotendipes	Synendotendipes dispar	(Meigen, 1830)	Species	Chironomus dispar;Endochironmus dispar;Endochironomus dispar;Synendotendipes lucidus;Synendotendipes straminipes		Y			Y	Y																																				
NBNORG0000044038	NBNSYS0100005663	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Synendotendipes	Synendotendipes impar	(Walker, 1856)	Species	Chironomus impar;Chironomus involitans;Endochironmus impar;Endochironomus impar;Synendotendipes involitans		Y			Y	Y																																				
NBNORG0000044040	NBNSYS0100005664	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Synendotendipes	Synendotendipes lepidus	(Meigen, 1830)	Species	Chironomus lepidus;Endochironmus lepidus;Endochironomus lepidus		Y			Y	Y																																				
NBNORG0000018820	NBNSYS0000027461	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Synorthocladius	Synorthocladius semivirens	(Kieffer, 1909)	Species	Dactylocladius semivirens;Spaniotoma tripilatus;Synorthocladius tripilatus		Y	Y		Y	Y																																				
NBNORG0000043385	NBNSYS0100005668	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Syntormon	Syntormon aulicum	(Meigen, 1824)	Species	Porphyrops aulica;Syntormon aulicus		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	tree-associated; wetland	acid & sedge peats; shaded woodland floor; wet woodland	conifer or broadleaved >> broadleaved only, humidity >> wet, shadiness >> heavy shade, wet/damp peat			Arthropoda, Fagales																								
NBNORG0000012776	NBNSYS0000012730	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Syntormon	Syntormon filiger	Verrall, 1912	Species			Y	Y		Y	Y	8	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	coastal	brackish pools & ditches; saltmarsh		M311	Wadensee Saltmarsh fidelity index: hal-2	Arthropoda														NS-excludes										
NBNORG0000012777	NBNSYS0000012731	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Syntormon	Syntormon macula	Parent, 1927	Species	Symtormon macula		Y	Y		Y	Y	4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	running water		W126		Arthropoda									RedList_GB_post94-NT															
NBNORG0000012778	NBNSYS0000012732	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Syntormon	Syntormon mikii	Strobl, 1899	Species			Y	Y		Y	Y	8	NR	LC; Nationally Rare	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	wet/damp peat			Arthropoda									RedList_GB_post94-NT															
NBNORG0000043389	NBNSYS0100005673	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Syntormon	Syntormon monile	(Haliday in Walker, 1851)	Species	Rhaphium monile;Syntormon monilis		Y	Y		Y	Y	4	DD; NS	DD; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	wet/damp peat			Arthropoda																								
NBNORG0000012779	NBNSYS0000012734	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Syntormon	Syntormon pallipes	(Fabricius, 1794)	Species	Musca pallipes		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland				Wadensee Saltmarsh fidelity index: hal-2-3	Arthropoda																								
NBNORG0000043391	NHMSYS0021265387	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Syntormon	Syntormon pumilus	(Meigen, 1824)	Species	Rhaphium pumilum;Syntormon pumilum;Syntormon rufipes		Y			Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats; marshland	deep litter, wet/damp peat, wetland vegetation																											
NBNORG0000043392	NBNSYS0000037201	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Syntormon	Syntormon setosus	Parent, 1938	Species	Syntormon setosum		Y	Y		Y	Y	1				predator	predator	wetland	acid & sedge peats	wet/damp peat																											
NBNORG0000012780	NBNSYS0000012737	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Syntormon	Syntormon sulcipes	(Meigen, 1824)	Species	Rhaphium sulcipes;Synarthrus oedicnemus;Syntormon crassipes;Syntormon oedicnemus		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	base status >> acid, wet/damp peat			Arthropoda																								
NBNORG0000043394	NHMSYS0021265397	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Syntormon	Syntormon tarsatus	(Fallén, 1823)	Species	Hydrochus tarsatus;Syntormon tarsatum		Y			Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	base status >> acid, wet/damp peat																											
NBNORG0000012781	NBNSYS0000012739	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Syntormon	Syntormon zelleri	(Loew, 1850)	Species	Rhaphium zelleri		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	acid & sedge peats	base status >> acid, wet/damp peat			Arthropoda																								
NBNORG0000012783	NBNSYS0000012742	Animalia	Arthropoda	Insecta	Diptera	Dolichopodidae	Systenus	Systenus bipartitus	(Loew, 1850)	Species	Rhaphium bipartitum		Y	Y		Y	Y	8	DD; NS	DD; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator		tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, wet hollows >> rot holes			Fagales														NS-excludes										
