organism_key	taxon_version_key	kingdom	phylum_division	class	order	family	genus	taxon_name	taxon_authority	taxon_rank	synonyms	non_native_flag	terrestrial_freshwater_flag	freshwater	marine_flag	freshbase	ukceh_freshwater_list	pantheon_sqs	pantheon_conservation_status	pantheon_current_conservation_status	pantheon_designation_summary	pantheon_larval_feeding_guild	pantheon_adult_feeding_guild	pantheon_broad_biotope	pantheon_habitat	pantheon_resources	pantheon_specific_assemblage_type	pantheon_habitat_score	pantheon_associations	jncc_a: bern convention	jncc_c: birds directive	jncc_c1: convention on migratory species	jncc_c2: ospar	jncc_d: habitats directive	jncc_e: ec cites	jncc_f: global red list status	jncc_fa: red listing based on pre 1994 iucn guidelines	jncc_fb: red listing based on 1994 iucn guidelines	jncc_fc: red listing based on 2001 iucn guidelines	jncc_fd: red data categories  - birds (not based on iucn criteria)	jncc_fe: red data categories - spiders (not based on iucn criteria)	jncc_ga: rare and scarce species	jncc_gb: rare and scarce species (not based on iucn criteria)	jncc_ha: biodiversity action plan uk list of priority species	jncc_hb: biodiversity lists - england	jncc_hc: biodiversity lists - scotland	jncc_hd: biodiversity lists - wales	jncc_he: biodiversity lists - northern ireland	jncc_i: wildlife and countryside act 1981	jncc_j: the wildlife (northern ireland) order 1985	jncc_k: the conservation of habitats and species regulations 2010	jncc_l: the conservation (nature habitats, etc_) regulations (ni) 199	jncc_m: protection of badgers act
NBNORG0000086871	NHMSYS0021342724	Animalia	Mollusca	Gastropoda	Pulmonata	Subulinidae	Subulina	Subulina cf. striatella	(Rang, 1831)	Species	Striosubulina sp.;Striosubulina striatella	Y	Y																																								
NBNORG0000127965	NHMSYS0021221884	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Sulcarius	Sulcarius sp. A		Species			Y																																								
NBNORG0000039582	NBNSYS0000187494	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Syllides	Syllides spp.		Species					Y																																						
NBNORG0000094060	NHMSYS0020234057	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Syllis	"Syllis ""species A"""	NMBAQC	Species					Y																																						
NBNORG0000094061	NHMSYS0020234058	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Syllis	"Syllis ""species D"""	NMBAQC	Species					Y																																						
NBNORG0000094062	NHMSYS0020234059	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Syllis	"Syllis ""species E"""	NMBAQC	Species					Y																																						
NBNORG0000094063	NHMSYS0020234060	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Syllis	"Syllis ""species F"""	NMBAQC	Species					Y																																						
NBNORG0000094064	NHMSYS0020234061	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Syllis	"Syllis ""species G"""	NMBAQC	Species					Y																																						
NBNORG0000094065	NHMSYS0020234062	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Syllis	"Syllis ""species H"""	NMBAQC	Species					Y																																						
NBNORG0000134087	NHMSYS0021600502	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Synchytriaceae	Synchytrium	Synchytrium aureum s. str.	J. Schröt.	Species			Y																																								
NBNORG0000044830	NBNSYS0100016044	Chromista		Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra	Synedra (Other)	M Kelly	Species																																											
NBNORG0000122520	NHMSYS0021165288	Chromista		Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra	Synedra tenera / nana type		Species			Y																																								
NBNORG0000052229	NHMSYS0000352698	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Synendotendipes	Synendotendipes Pe1		Species			Y																																								
NBNORG0000109091	NHMSYS0021342554	Animalia	Mollusca	Gastropoda	Pulmonata	Milacidae	Tandonia	Tandonia cf. cristata	(Kaleniczenko, 1851)	Species	Tandonia sp. cf. cristata	Y	Y																																								
NBNORG0000096515	NHMSYS0020475596	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanypus	Tanypus (Other)		Species			Y																																								
NBNORG0000094073	NHMSYS0020234071	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus Pe 5a	Langton	Species			Y																																								
NBNORG0000052232	NHMSYS0000352701	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus Pe15	Langton	Species			Y																																								
NBNORG0000096517	NHMSYS0020475598	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus part 1		Species			Y																																								
NBNORG0000096518	NHMSYS0020475599	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus part 2		Species			Y																																								
NBNORG0000096519	NHMSYS0020475600	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus part 3		Species			Y																																								
NBNORG0000012945	NBNSYS0000012927	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Tephritis	Tephritis sp. nov.		Species			Y																								RedList_GB_Pre94-Insu																
NBNORG0000132529	NHMSYS0021342544	Animalia	Mollusca	Gastropoda	Pulmonata	Testacellidae	Testacella	"Testacella (Testacella) sp. ""tenuipenis"""	sensu Rowson et al. 2014	Species	"Testacella sp. ""tenuipenis"""	Y	Y																																								
NBNORG0000109094	NHMSYS0021009965	Animalia	Mollusca	Gastropoda	Pulmonata	Testacellidae	Testacella	Testacella (Testacella) sp. cf. scutulum	Sowerby, 1821	Species	Testacella sp. cf. scutulum		Y																																								
NBNORG0000094076	NHMSYS0020234074	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Tharyx	"Tharyx ""species A"""	NMBAQC	Species	Tharyx sp. A				Y																																						
NBNORG0000039780	NBNSYS0000187738	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Tharyx	Tharyx sp.		Species					Y																																						
NBNORG0000091500	NHMSYS0020103100	Fungi	Ascomycota		Thelocarpales	Thelocarpaceae	Thelocarpon	Thelocarpon epibolum s. str.	Nyl.	Species	Thelocarpon epibolum var. epibolum;Thelocarpon epibolum var. epithallinum		Y																										RedList_GB_post2001-LC			NS-includes											
NBNORG0000052261	NHMSYS0000355808	Animalia	Arthropoda	Arachnida	Araneae	Theridiidae	Theridion	Theridion sp.		Species			Y																																								
NBNORG0000052235	NHMSYS0000352705	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Thienemanniella	Thienemanniella Pe2a	Langton	Species			Y																																								
NBNORG0000043518	NBNSYS0100005866	Animalia	Arthropoda	Insecta	Diptera	Chloropidae	Trachysiphonella	Trachysiphonella indet.		Species	Trachysiphonella carinfacies;Trachysiphonella carinifacies		Y																								RedList_GB_Pre94-Insu																
NBNORG0000125451	NHMSYS0020000048	Fungi	Ascomycota	Lecanoromycetes	Baeomycetales	Trapeliaceae	Trapelia	Trapelia glebulosa s. str.	(Sm.) J.R. Laundon	Species	Biatora coarctata var. glebulosa;Discocera lichenicola;Gallowayiopsis glebulosa;Lecidea coarctata f. glebulosa;Lecidea coarctata var. glebulosa;Lecidea lichenicola;Lichen glebulosus;Nesolechia lichenicola		Y																										RedList_GB_post2001-LC			NS-includes											
NBNORG0000125440	NBNSYS0000019106	Fungi	Ascomycota	Lecanoromycetes	Baeomycetales	Trapeliaceae	Trapelia	Trapelia involuta s. str.	(Taylor) Hertel	Species	Biatora coarctata f. microphyllina;Lecanora involuta;Lecidea coarctata f. microphyllina;Lecidea coarctata var. ornata;Trapelia glebulosa;Trapelia ornata		Y																																								
NBNORG0000135079	NHMSYS0021723408	Animalia	Arthropoda	Arachnida	Araneae	Oonopidae		Triaeris	Simon, 1890	Species	Triaeris stenaspis	Y	Y																																								
NBNORG0000126551	NHMSYS0021207191	Animalia	Arthropoda	Insecta	Hymenoptera	Figitidae	Trichoplasta	Trichoplasta sp.	indet. A	Species			Y																																								
NBNORG0000052915	NHMSYS0000377659	Animalia	Mollusca	Gastropoda	Pulmonata	Vertiginidae	Truncatellina	Truncatellina cylindrica seg.	(Ferussac, 1807)	Species			Y																																								
NBNORG0000132116	NHMSYS0021295069	Animalia	Arthropoda	Arachnida	Trombidiformes	Tydeidae	Tydeus	Tydeus interruptus (species inquirenda)	Thor, 1932	Species			Y																																								
NBNORG0000132117	NHMSYS0021295074	Animalia	Arthropoda	Arachnida	Trombidiformes	Tydeidae	Tydeus	Tydeus olivaceus (species inquirenda)	Koch, 1838	Species			Y																																								
NBNORG0000132118	NHMSYS0021295079	Animalia	Arthropoda	Arachnida	Trombidiformes	Tydeidae	Tydeus	Tydeus roseus (species inquirenda)	Hull, 1918	Species			Y																																								
NBNORG0000132119	NHMSYS0021295084	Animalia	Arthropoda	Arachnida	Trombidiformes	Tydeidae	Tydeus	Tydeus velox (species inquirenda)	(Koch, 1836)	Species			Y																																								
NBNORG0000129271	NHMSYS0021232443	Plantae	Bryophyta	Bryopsida	Orthotrichales	Orthotrichaceae	Ulota	Ulota crispa s.str.	(Hedw.) Brid.	Species	Ulota crispa var. crispa		Y																																								
NBNORG0000107227	NHMSYS0020955304	Chromista						Unknown diatom		Species																																											
NBNORG0000085194	NHMSYS0001501126	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Uromyces	Uromyces pisi-sativi s. lat.		Species	Aecidium euphorbiae;Coeomurus pisi;Puccinia laburni;Puccinia loti;Puccinia pisi;Uredo appendiculata β pisi;Uredo appendiculata β pisi-sativi;Uredo appendiculata γ genistae-tinctoriae;Uredo onobrychidis;Uredo pisi-sativi;Uromyces loti;Uromyces phacae;Uromyces pisi;Uromyces pisi-sativi		Y																																								
NBNORG0000085207	NHMSYS0021646105	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea cornuta s. lat.		Species	Usnea ceratina f. inflata;Usnea ceratina var. incurvescens;Usnea constrictula;Usnea cornuta;Usnea dasaea;Usnea inflata;Usnea intexta;Usnea intexta var. constrictula;Usnea subcornuta;Usnea subpectinata		Y																										RedList_GB_post2001-LC														
NBNORG0000134537	NHMSYS0021646065	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea cornuta s. str.	Körb.	Species			Y																																								
NBNORG0000086898	NHMSYS0001702255	Animalia	Mollusca	Gastropoda	Pulmonata	Valloniidae	Vallonia	Vallonia cf. excentrica	Sterki, 1893	Species	Vallonia excentrica;Vallonia pulchella subsp. excentrica		Y																										RedList_GB_post2001-LC														
NBNORG0000009601	NBNSYS0000006685	Animalia	Mollusca	Gastropoda	Pulmonata	Valloniidae	Vallonia	Vallonia pulchella seg.	(Müller, 1774)	Species			Y																																								
NBNORG0000105323	NHMSYS0020825395	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae		Vicia spp.		Species																																											
NBNORG0000052239	NHMSYS0000352711	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Virgatanytarsus	Virgatanytarsus Pe1	Langton	Species			Y																																								
NBNORG0000009607	NBNSYS0000006710	Animalia	Mollusca	Gastropoda	Pulmonata	Pristilomatidae	Vitrea	Vitrea crystallina seg.	(Müller, 1774)	Species			Y																																								
NBNORG0000029149	NBNSYS0000171994	Animalia	Arthropoda	Malacostraca	Isopoda	Ligiidae		Woodlouse		Species																																											
NBNORG0000096525	NHMSYS0020475607	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Zavrelimyia	Zavrelimyia Pe 3	Langton 2003	Species			Y																																								
NBNORG0000127974	NHMSYS0021221938	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Zoophthorus	Zoophthorus sp. A		Species			Y																																								
NBNORG0000123002	NHMSYS0021178561	Animalia	Echinodermata	Asteroidea	Forcipulatida	Zoroasteridae		Zoroaster	Wyville Thomson, 1873	Species					Y																																						
NBNORG0000136163	NHMSYS0021795107	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Zyzygomyces	Zyzygomyces polyblastidii s. lat.	Diederich, Flakus, Etayo & Rodr. Flakus	Species			Y																																								
NBNORG0000090389	NHMSYS0001771789	Animalia	Arthropoda	Insecta				a click beetle		Species			Y																																								
NBNORG0000090390	NHMSYS0001771790	Animalia	Arthropoda	Insecta				a cranefly		Species			Y																																								
NBNORG0000090391	NHMSYS0001771791	Animalia	Arthropoda	Insecta				a cuckoo bee		Species			Y																																								
NBNORG0000090392	NHMSYS0001771792	Animalia	Arthropoda	Insecta				a diving beetle		Species			Y																																								
NBNORG0000090393	NHMSYS0001771793	Animalia	Arthropoda	Insecta				a ground beetle		Species			Y																																								
NBNORG0000090394	NHMSYS0001771795	Animalia	Arthropoda	Insecta				a hoverfly		Species			Y																																								
NBNORG0000090396	NHMSYS0001771798	Animalia	Arthropoda	Insecta				a mason bee		Species			Y																																								
NBNORG0000090397	NHMSYS0001771799	Animalia	Arthropoda	Insecta				a mining bee		Species			Y																																								
NBNORG0000090398	NHMSYS0001771801	Plantae	Bryophyta	Bryopsida				a moss		Species																																											
NBNORG0000090399	NHMSYS0001771802	Animalia	Arthropoda	Insecta				a reed beetle		Species			Y																																								
NBNORG0000090400	NHMSYS0001771803	Animalia	Arthropoda	Insecta				a solitary wasp		Species			Y																																								
NBNORG0000090401	NHMSYS0001771804	Animalia	Arthropoda	Insecta				a spider-hunting wasp		Species			Y																																								
NBNORG0000090402	NHMSYS0001771805	Animalia	Arthropoda	Insecta				a water beetle		Species			Y																																								
NBNORG0000135130	NHMSYS0021740922	Animalia	Arthropoda	Arachnida	Trombidiformes	Eriophyidae	Aceria	cf. Aceria lophophyes	(Nalepa, 1922)	Species			Y																																								
NBNORG0000135131	NHMSYS0021740927	Animalia	Arthropoda	Arachnida	Trombidiformes	Eriophyidae	Aceria	cf. Aceria platanoidea 	(Nalepa, 1922)	Species			Y																																								
NBNORG0000135134	NHMSYS0021740942	Animalia	Arthropoda	Arachnida	Trombidiformes	Eriophyidae	Aceria	cf. Aceria pseudoplatanea 	(Nalepa, 1922)	Species			Y																																								
NBNORG0000135135	NHMSYS0021740947	Animalia	Arthropoda	Arachnida	Trombidiformes	Eriophyidae	Cecidophyes	cf. Cecidophyes pseudoplatani 	(Nalepa, 1922)	Species			Y																																								
NBNORG0000135133	NHMSYS0021740937	Animalia	Arthropoda	Arachnida	Trombidiformes	Diptilomiopidae	Rhynchaphytoptus	cf. Rhynchaphytoptus magnificus 	(Hodgkiss, 1913)	Species			Y																																								
NBNORG0000096383	NHMSYS0020470500	Animalia	Arthropoda	Insecta	Lepidoptera			pyralid moths		Species			Y																																								
