TAXON_GROUP_NAME	TAXON_LIST_KEY	TAXON_LIST_VERSION_KEY	TAXON_LIST_ITEM_KEY	PARENT	TAXON_VERSION_KEY	PREFERRED_NAME	SORT_CODE	LST_ITM_CODE	TAXON_RANK_KEY	LONG_NAME	ITEM_NAME	AUTHORITY	ATTRIBUTE	LANGUAGE	NOTE	CHANGED_BY	CHANGED_DATE	DELETED_DATE
bird	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174599		NHMSYS0000530348	NHMSYS0021174599			NBNSYS0000000028	Species	Egretta garzetta	(Linnaeus, 1766)		la		NHMSYS0020970929	15/06/2017	
bird	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175969		NHMSYS0020303026	NHMSYS0021175969			NBNSYS0000000031	Subspecies	Egretta garzetta subsp. garzetta	(Linnaeus, 1766)		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174301		NHMSYS0000458289	NHMSYS0021174301			NBNSYS0000000022	Genus	Eichhornia	Kunth		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174302		NHMSYS0000458290	NHMSYS0021174302			NBNSYS0000000028	Species	Eichhornia crassipes	(Mart.) Solms		la		NHMSYS0020970929	15/06/2017	
lichen	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179115		NHMSYS0001481280	NHMSYS0021179115			NBNSYS0000000022	Genus	Eiglera	Hafellner		la				
lichen	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179116		NBNSYS0000018189	NHMSYS0021179116			NBNSYS0000000028	Species	Eiglera flavida	(Hepp) Hafellner		la				
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171608		NBNSYS0000132738	NHMSYS0021171608			NBNSYS0000000022	Genus	Einfeldia	Kieffer, 1924		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171049		NBNSYS0000027595	NHMSYS0021171049			NBNSYS0000000028	Species	Einfeldia pagana	(Meigen, 1838)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172298		NBNSYS0100002924	NHMSYS0021172298			NBNSYS0000000028	Species	Einfeldia palaearctica	Ashe in Ashe & Cranston, 1990		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176321		NHMSYS0020703563	NHMSYS0021176321			NBNSYS0000000022	Genus	Eiseniella	Michaelsen, 1900		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170584		NBNSYS0000022335	NHMSYS0021170584			NBNSYS0000000028	Species	Eiseniella tetraedra	(Savigny, 1826)		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174303		NHMSYS0000458299	NHMSYS0021174303			NBNSYS0000000022	Genus	Elatine	L.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169448		NBNSYS0000002983	NHMSYS0021169448			NBNSYS0000000028	Species	Elatine hexandra	(Lapierre) DC.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169449		NBNSYS0000002984	NHMSYS0021169449			NBNSYS0000000028	Species	Elatine hydropiper	L.		la		NHMSYS0020970929	15/06/2017	
insect - mayfly (Ephemeroptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173554		NHMSYS0000066952	NHMSYS0021173554			NBNSYS0000000022	Genus	Electrogena	Zurwerra & Tomka, 1985		la		NHMSYS0020970929	15/06/2017	
insect - mayfly (Ephemeroptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172299		NBNSYS0100002943	NHMSYS0021172299			NBNSYS0000000028	Species	Electrogena affinis	(Eaton, 1883)		la		NHMSYS0020970929	15/06/2017	
insect - mayfly (Ephemeroptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172300		NBNSYS0100002944	NHMSYS0021172300			NBNSYS0000000028	Species	Electrogena lateralis	(Curtis, 1834)		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174304		NHMSYS0000458300	NHMSYS0021174304			NBNSYS0000000022	Genus	Eleocharis	R. Br.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174305		NHMSYS0000458301	NHMSYS0021174305			NBNSYS0000000028	Species	Eleocharis acicularis	(L.) Roem. & Schult.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175841		NHMSYS0020110555	NHMSYS0021175841			NBNSYS0000000028	Species	Eleocharis mamillata	(H. Lindb.) H. Lindb.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175842		NHMSYS0020110556	NHMSYS0021175842			NBNSYS0000000031	Subspecies	Eleocharis mamillata subsp. austriaca	(Hayek) Strandh.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174306		NHMSYS0000458302	NHMSYS0021174306			NBNSYS0000000028	Species	Eleocharis multicaulis	(Sm.) Desv.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174307		NHMSYS0000458304	NHMSYS0021174307			NBNSYS0000000028	Species	Eleocharis palustris	(L.) Roem. & Schult.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174308		NHMSYS0000458306	NHMSYS0021174308			NBNSYS0000000031	Subspecies	Eleocharis palustris subsp. palustris	(L.) Roem. & Schult.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169354		NBNSYS0000002398	NHMSYS0021169354			NBNSYS0000000031	Subspecies	Eleocharis palustris subsp. vulgaris	Walters		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174309		NHMSYS0000458307	NHMSYS0021174309			NBNSYS0000000028	Species	Eleocharis quinqueflora	(Hartmann) O. Schwarz		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174310		NHMSYS0000458308	NHMSYS0021174310			NBNSYS0000000028	Species	Eleocharis uniglumis	(Link) Schult.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169353		NBNSYS0000002392	NHMSYS0021169353			NBNSYS0000000028	Species	Eleogiton fluitans	(L.) Link		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171609		NBNSYS0000132763	NHMSYS0021171609			NBNSYS0000000022	Genus	Elgiva	Meigen, 1838		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170515		NBNSYS0000012997	NHMSYS0021170515			NBNSYS0000000028	Species	Elgiva cucularia	(Linnaeus, 1767)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170516		NBNSYS0000012998	NHMSYS0021170516			NBNSYS0000000028	Species	Elgiva solicita	(Harris, [1780])		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173647		NHMSYS0000842252	NHMSYS0021173647			NBNSYS0000000023	Subgenus	Ellipteroides	Becker, 1907		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173648		NHMSYS0000078881	NHMSYS0021173648			NBNSYS0000000022	Genus	Ellipteroides	Becker, 1907		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172301		NBNSYS0100002946	NHMSYS0021172301			NBNSYS0000000028	Species	Ellipteroides alboscutellatus	(von Roser, 1840)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172302		NBNSYS0100002947	NHMSYS0021172302			NBNSYS0000000028	Species	Ellipteroides lateralis	(Macquart, 1835)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172303		NBNSYS0100002948	NHMSYS0021172303			NBNSYS0000000028	Species	Ellipteroides limbatus	(von Roser, 1840)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175353		NHMSYS0001718050	NHMSYS0021175353			NBNSYS0000000022	Genus	Elmis	Latreille, 1802		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171610		NHMSYS0020081964	NHMSYS0021171610			NBNSYS0000000022	Genus	Elmis		sensu Fowler, 1889 partim non Latreille, 1802	la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175354		NHMSYS0001718051	NHMSYS0021175354			NBNSYS0000000028	Species	Elmis aenea	(Müller, P.W.J., 1806)		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174311		NHMSYS0000458323	NHMSYS0021174311			NBNSYS0000000022	Genus	Elodea	Michx.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174312		NHMSYS0000458324	NHMSYS0021174312			NBNSYS0000000028	Species	Elodea callitrichoides	(Rich.) Casp.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174313		NHMSYS0000458325	NHMSYS0021174313			NBNSYS0000000028	Species	Elodea canadensis	Michx.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174314		NHMSYS0000458329	NHMSYS0021174314			NBNSYS0000000028	Species	Elodea nuttallii	(Planch.) H. St. John		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175355		NHMSYS0001718054	NHMSYS0021175355			NBNSYS0000000022	Genus	Elodes	Latreille, 1796		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170619		NBNSYS0000024168	NHMSYS0021170619			NBNSYS0000000028	Species	Elodes elongata	Tournier, 1868		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175356		NHMSYS0001718057	NHMSYS0021175356			NHMSYS0020787469	Species pro parte	Elodes minuta		sensu auctt. partim non (Linnaeus, 1767)	la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170620		NBNSYS0000024171	NHMSYS0021170620			NBNSYS0000000028	Species	Elodes minuta	(Linnaeus, 1767)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175357		NHMSYS0001718058	NHMSYS0021175357			NBNSYS0000000028	Species	Elodes pseudominuta	Klausnitzer, 1971		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174552		NHMSYS0000524502	NHMSYS0021174552			NBNSYS0000000028	Species	Elodes tricuspis	Nyholm, 1985		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173649		NHMSYS0000078883	NHMSYS0021173649			NBNSYS0000000022	Genus	Eloeophila	Rondani, 1856		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172304		NBNSYS0100002949	NHMSYS0021172304			NBNSYS0000000028	Species	Eloeophila apicata	(Loew, 1871)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172305		NBNSYS0100002950	NHMSYS0021172305			NBNSYS0000000028	Species	Eloeophila maculata	(Meigen, 1804)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172306		NBNSYS0100002951	NHMSYS0021172306			NBNSYS0000000028	Species	Eloeophila mundata	(Loew, 1871)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172307		NBNSYS0100002952	NHMSYS0021172307			NBNSYS0000000028	Species	Eloeophila submarmorata	(Verrall, 1887)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172308		NBNSYS0100002953	NHMSYS0021172308			NBNSYS0000000028	Species	Eloeophila trimaculata	(Zetterstedt, [1838])		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172309		NBNSYS0100002954	NHMSYS0021172309			NBNSYS0000000028	Species	Eloeophila verralli	(Bergroth, 1912)		la		NHMSYS0020970929	15/06/2017	
insect - moth	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174547		NHMSYS0000519628	NHMSYS0021174547			NBNSYS0000000022	Genus	Elophila	Hübner, 1822		la		NHMSYS0020970929	15/06/2017	
insect - moth	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174541		NHMSYS0000502346	NHMSYS0021174541			NBNSYS0000000028	Species	Elophila nymphaeata	(Linnaeus, 1758)		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176587		NHMSYS0020930681	NHMSYS0021176587			NBNSYS0000000022	Genus	Elosa	Lord, 1891		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176958		NHMSYS0021125534	NHMSYS0021176958			NBNSYS0000000028	Species	Elosa worrallii	Lord, 1891		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179119		NHMSYS0000458355	NHMSYS0021179119			NBNSYS0000000022	Genus	Elytrigia	Desv.		la				
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179120		NHMSYS0100001391	NHMSYS0021179120			NBNSYS0000000028	Species	Elytrigia repens	(L.) Desv. ex Nevski		la				
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176588		NHMSYS0020930682	NHMSYS0021176588			NBNSYS0000000022	Genus	Embata	Bryce, 1910		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172879		NBNSYS0100011495	NHMSYS0021172879			NBNSYS0000000028	Species	Embata commensalis	(Western, 1893)		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172880		NBNSYS0100011496	NHMSYS0021172880			NBNSYS0000000028	Species	Embata hamata	(Murray, 1906)		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172881		NBNSYS0100011497	NHMSYS0021172881			NBNSYS0000000028	Species	Embata laticeps	(Murray, 1905)		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172882		NBNSYS0100011498	NHMSYS0021172882			NBNSYS0000000028	Species	Embata laticornis	(Murray, 1905)		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172883		NBNSYS0100011499	NHMSYS0021172883			NBNSYS0000000028	Species	Embata parasitica	(Giglioli, 1863)		la		NHMSYS0020970929	15/06/2017	
bird	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174615		NHMSYS0000530734	NHMSYS0021174615			NBNSYS0000000028	Species	Emberiza schoeniclus	(Linnaeus, 1758)		la		NHMSYS0020970929	15/06/2017	
bird	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175970		NHMSYS0020303033	NHMSYS0021175970			NBNSYS0000000031	Subspecies	Emberiza schoeniclus subsp. schoeniclus	(Linnaeus, 1758)		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174315		NHMSYS0000458376	NHMSYS0021174315			NBNSYS0000000022	Genus	Empetrum	L.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169635		NBNSYS0000004598	NHMSYS0021169635			NBNSYS0000000028	Species	Empetrum nigrum	L.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174316		NHMSYS0000458378	NHMSYS0021174316			NBNSYS0000000031	Subspecies	Empetrum nigrum subsp. hermaphroditum	(Hagerup) Böcher		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169636		NBNSYS0000004599	NHMSYS0021169636			NBNSYS0000000031	Subspecies	Empetrum nigrum subsp. nigrum	L.		la		NHMSYS0020970929	15/06/2017	
reptile	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173731		NHMSYS0000080225	NHMSYS0021173731			NBNSYS0000000028	Species	Emys orbicularis	(Linnaeus, 1758)		la		NHMSYS0020970929	15/06/2017	
insect - dragonfly (Odonata)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171611		NBNSYS0000132801	NHMSYS0021171611			NBNSYS0000000022	Genus	Enallagma	Charpentier, 1840		la		NHMSYS0020970929	15/06/2017	
insect - dragonfly (Odonata)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169647		NBNSYS0000005602	NHMSYS0021169647			NBNSYS0000000028	Species	Enallagma cyathigerum	(Charpentier, 1840)		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171999		NBNSYS0000181610	NHMSYS0021171999			NBNSYS0000000022	Genus	Encentrum	Ehrenberg, 1838		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176908		NHMSYS0021108610	NHMSYS0021176908			NBNSYS0000000028	Species	Encentrum aquila	(Gosse, 1887)		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172884		NBNSYS0100011505	NHMSYS0021172884			NBNSYS0000000028	Species	Encentrum felis	(Müller, 1773)		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172885		NBNSYS0100011506	NHMSYS0021172885			NBNSYS0000000028	Species	Encentrum grande	(Western, 1891)		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172000		NBNSYS0000181617	NHMSYS0021172000			NBNSYS0000000028	Species	Encentrum marinum	(Dujardin, 1841)		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172886		NBNSYS0100011507	NHMSYS0021172886			NBNSYS0000000028	Species	Encentrum mustela	(Milne, 1885)		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176909		NHMSYS0021108611	NHMSYS0021176909			NBNSYS0000000028	Species	Encentrum permolle	(Gosse, 1886)		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172887		NBNSYS0100011509	NHMSYS0021172887			NBNSYS0000000028	Species	Encentrum rousseleti	(Lie-Pettersen, 1905)		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172888		NBNSYS0100011510	NHMSYS0021172888			NBNSYS0000000028	Species	Encentrum saundersiae	(Hudson, 1885)		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176910		NHMSYS0021108612	NHMSYS0021176910			NBNSYS0000000028	Species	Encentrum uncinatum	(Milne, 1886)		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172889		NBNSYS0100011511	NHMSYS0021172889			NBNSYS0000000028	Species	Encentrum voigti	Wulfert, 1936		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172001		NBNSYS0000181626	NHMSYS0021172001			NBNSYS0000000022	Genus	Enchytraeus	Henle, 1837		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171943		NBNSYS0000175116	NHMSYS0021171943			NBNSYS0000000028	Species	Enchytraeus albidus	Henle, 1837		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176804		NHMSYS0021048422	NHMSYS0021176804			NBNSYS0000000028	Species	Enchytraeus buchholzi	Vejdovský, 1879		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176805		NHMSYS0021048424	NHMSYS0021176805			NBNSYS0000000028	Species	Enchytraeus christenseni	Dózsa-Farkas, 1992		la		NHMSYS0020970929	15/06/2017	
lichen	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179117		NHMSYS0001481351	NHMSYS0021179117			NBNSYS0000000022	Genus	Endocarpon	Hedw.		la				
lichen	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179118		NBNSYS0000020600	NHMSYS0021179118			NBNSYS0000000028	Species	Endocarpon adscendens	(Anzi) Müll. Arg.		la				
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173710		NHMSYS0000079545	NHMSYS0021173710			NBNSYS0000000022	Genus	Endochironomus	Kieffer, 1918		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172310		NBNSYS0100003012	NHMSYS0021172310			NBNSYS0000000028	Species	Endochironomus albipennis	(Meigen, 1830)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172311		NBNSYS0100003013	NHMSYS0021172311			NBNSYS0000000028	Species	Endochironomus tendens	(Fabricius, 1775)		la		NHMSYS0020970929	15/06/2017	
insect - hymenopteran	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174810		NHMSYS0000898863	NHMSYS0021174810			NBNSYS0000000022	Genus	Endromopoda	Hellén, 1939		la		NHMSYS0020970929	15/06/2017	
insect - hymenopteran	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171209		NBNSYS0000031024	NHMSYS0021171209			NBNSYS0000000028	Species	Endromopoda arundinator	(Fabricius, 1804)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175358		NHMSYS0001718066	NHMSYS0021175358			NBNSYS0000000022	Genus	Enicocerus	Stephens, 1829		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175359		NHMSYS0001718067	NHMSYS0021175359			NBNSYS0000000028	Species	Enicocerus exsculptus	(Germar, 1824)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175360		NHMSYS0001718073	NHMSYS0021175360			NBNSYS0000000022	Genus	Enochrus	Thomson, C.G., 1859		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169823		NBNSYS0000146699	NHMSYS0021169823			NHMSYS0020787469	Species pro parte	Enochrus affinis		sensu auct. partim not (Thunberg, 1794)	la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171240		NHMSYS0001712108	NHMSYS0021171240			NBNSYS0000000028	Species	Enochrus affinis	(Thunberg, 1794)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175361		NHMSYS0001718076	NHMSYS0021175361			NBNSYS0000000028	Species	Enochrus bicolor	(Fabricius, 1792)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169824		NBNSYS0000007725	NHMSYS0021169824			NBNSYS0000000028	Species	Enochrus coarctatus	(Gredler, 1863)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175362		NHMSYS0001718079	NHMSYS0021175362			NBNSYS0000000028	Species	Enochrus fuscipennis	(Thomson, C.G., 1884)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169827		NBNSYS0000007731	NHMSYS0021169827			NBNSYS0000000028	Species	Enochrus halophilus	(Bedel, 1878)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169825		NBNSYS0000007727	NHMSYS0021169825			NBNSYS0000000028	Species	Enochrus melanocephalus	(Olivier, 1792)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175363		NHMSYS0001718083	NHMSYS0021175363			NBNSYS0000000028	Species	Enochrus nigritus	(Sharp, 1872)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169826		NBNSYS0000007728	NHMSYS0021169826			NBNSYS0000000028	Species	Enochrus ochropterus	(Marsham, 1802)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175364		NHMSYS0001718084	NHMSYS0021175364			NBNSYS0000000028	Species	Enochrus quadripunctatus	(Herbst, 1797)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171263		NHMSYS0001712110	NHMSYS0021171263			NHMSYS0020787469	Species pro parte	Enochrus quadripunctatus		sensu auctt. partim non (Herbst, 1797)	la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175365		NHMSYS0001718086	NHMSYS0021175365			NBNSYS0000000028	Species	Enochrus testaceus	(Fabricius, 1801)		la		NHMSYS0020970929	15/06/2017	
lichen	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179121		NHMSYS0001481443	NHMSYS0021179121			NBNSYS0000000022	Genus	Enterographa	Fée		la				
