ORGANISM_KEY	TAXON_VERSION_KEY	Phylum	Subphylum	Class	Order	Family	Genus	species	Taxon
NBNORG0000088402	NHMSYS0001718485	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Hydraena	pygmaea	Hydraena pygmaea
NBNORG0000010061	NBNSYS0000007765	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Hydraena	riparia	Hydraena riparia
NBNORG0000010062	NBNSYS0000007766	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Hydraena	rufipes	Hydraena rufipes
NBNORG0000010063	NBNSYS0000007767	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Hydraena	testacea	Hydraena testacea
NBNORG0000088614	NHMSYS0001718831	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Limnebius	aluta	Limnebius aluta
NBNORG0000010064	NBNSYS0000007769	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Limnebius	crinifer	Limnebius crinifer
NBNORG0000010065	NBNSYS0000007770	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Limnebius	nitidus	Limnebius nitidus
NBNORG0000010066	NBNSYS0000007771	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Limnebius	papposus	Limnebius papposus
NBNORG0000010067	NBNSYS0000007772	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Limnebius	truncatellus	Limnebius truncatellus
NBNORG0000088868	NHMSYS0001719201	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Ochthebius	aeneus	Ochthebius aeneus
NBNORG0000088864	NHMSYS0001719197	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Ochthebius	auriculatus	Ochthebius auriculatus
NBNORG0000088865	NHMSYS0001719198	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Ochthebius	bicolon	Ochthebius bicolon
NBNORG0000088872	NHMSYS0001719205	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Ochthebius	difficilis	Ochthebius difficilis
NBNORG0000088866	NHMSYS0001719199	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Ochthebius	dilatatus	Ochthebius dilatatus
NBNORG0000088869	NHMSYS0001719202	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Ochthebius	lejolisii	Ochthebius lejolisii
NBNORG0000088877	NHMSYS0001719210	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Ochthebius	lenensis	Ochthebius lenensis
NBNORG0000088878	NHMSYS0001719211	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Ochthebius	marinus	Ochthebius marinus
NBNORG0000088870	NHMSYS0001719203	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Ochthebius	minimus	Ochthebius minimus
NBNORG0000088873	NHMSYS0001719206	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Ochthebius	nanus	Ochthebius nanus
NBNORG0000088874	NHMSYS0001719207	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Ochthebius	poweri	Ochthebius poweri
NBNORG0000088875	NHMSYS0001719208	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Ochthebius	punctatus	Ochthebius punctatus
NBNORG0000088879	NHMSYS0001719212	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Ochthebius	pusillus	Ochthebius pusillus
NBNORG0000088880	NHMSYS0001719213	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydraenidae	Ochthebius	viridis	Ochthebius viridis
NBNORG0000010037	NBNSYS0000007707	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Anacaena	bipustulata	Anacaena bipustulata
NBNORG0000010038	NBNSYS0000007708	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Anacaena	globulus	Anacaena globulus
NBNORG0000087275	NHMSYS0001716791	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Anacaena	limbata	Anacaena limbata
NBNORG0000087276	NHMSYS0001716792	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Anacaena	lutescens	Anacaena lutescens
NBNORG0000087570	NHMSYS0001717237	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Berosus	affinis	Berosus affinis
NBNORG0000087574	NHMSYS0001717241	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Berosus	fulvus	Berosus fulvus
NBNORG0000087571	NHMSYS0001717238	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Berosus	luridus	Berosus luridus
NBNORG0000087572	NHMSYS0001717239	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Berosus	signaticollis	Berosus signaticollis
NBNORG0000010054	NBNSYS0000007741	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Berosus	spinosus	Berosus spinosus
NBNORG0000087803	NHMSYS0001717577	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	alpinus	Cercyon alpinus
NBNORG0000087849	NHMSYS0001717632	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	analis	Cercyon analis
NBNORG0000087804	NHMSYS0001717578	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	bifenestratus	Cercyon bifenestratus
NBNORG0000087805	NHMSYS0001717579	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	convexiusculus	Cercyon convexiusculus
NBNORG0000087806	NHMSYS0001717580	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	depressus	Cercyon depressus
NBNORG0000087830	NHMSYS0001717613	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	granarius	Cercyon granarius
NBNORG0000087831	NHMSYS0001717614	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	haemorrhoidalis	Cercyon haemorrhoidalis
NBNORG0000087832	NHMSYS0001717615	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	impressus	Cercyon impressus
NBNORG0000087833	NHMSYS0001717616	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	laminatus	Cercyon laminatus
NBNORG0000087834	NHMSYS0001717617	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	lateralis	Cercyon lateralis
NBNORG0000087835	NHMSYS0001717618	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	littoralis	Cercyon littoralis
NBNORG0000087836	NHMSYS0001717619	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	marinus	Cercyon marinus
NBNORG0000087837	NHMSYS0001717620	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	melanocephalus	Cercyon melanocephalus
NBNORG0000087838	NHMSYS0001717621	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	nigriceps	Cercyon nigriceps
NBNORG0000087839	NHMSYS0001717622	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	obsoletus	Cercyon obsoletus
NBNORG0000087840	NHMSYS0001717623	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	pygmaeus	Cercyon pygmaeus
NBNORG0000087841	NHMSYS0001717624	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	quisquilius	Cercyon quisquilius
NBNORG0000087842	NHMSYS0001717625	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	sternalis	Cercyon sternalis
NBNORG0000087843	NHMSYS0001717626	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	terminatus	Cercyon terminatus
NBNORG0000087844	NHMSYS0001717627	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	tristis	Cercyon tristis
NBNORG0000087845	NHMSYS0001717628	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	unipunctatus	Cercyon unipunctatus
NBNORG0000087847	NHMSYS0001717630	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cercyon	ustulatus	Cercyon ustulatus
NBNORG0000108185	NHMSYS0020973385	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Chaetarthria	seminulum	Chaetarthria seminulum
NBNORG0000087858	NHMSYS0001717658	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Chaetarthria	simillima	Chaetarthria simillima
NBNORG0000087886	NHMSYS0001717707	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Coelostoma	orbiculare	Coelostoma orbiculare
NBNORG0000010032	NBNSYS0000007701	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cryptopleurum	crenatum	Cryptopleurum crenatum
NBNORG0000087929	NHMSYS0001717763	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cryptopleurum	minutum	Cryptopleurum minutum
NBNORG0000010033	NBNSYS0000007703	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cryptopleurum	subtile	Cryptopleurum subtile
NBNORG0000087949	NHMSYS0001717789	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Cymbiodyta	marginellus	Cymbiodyta marginellus
NBNORG0000087970	NHMSYS0001717821	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Dactylosternum	abdominale	Dactylosternum abdominale
NBNORG0000086978	NHMSYS0001712108	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Enochrus	affinis	Enochrus affinis
NBNORG0000088148	NHMSYS0001718076	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Enochrus	bicolor	Enochrus bicolor
NBNORG0000010046	NBNSYS0000007725	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Enochrus	coarctatus	Enochrus coarctatus
NBNORG0000088149	NHMSYS0001718079	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Enochrus	fuscipennis	Enochrus fuscipennis
NBNORG0000010050	NBNSYS0000007731	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Enochrus	halophilus	Enochrus halophilus
NBNORG0000010047	NBNSYS0000007727	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Enochrus	melanocephalus	Enochrus melanocephalus
NBNORG0000088150	NHMSYS0001718083	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Enochrus	nigritus	Enochrus nigritus
NBNORG0000010048	NBNSYS0000007728	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Enochrus	ochropterus	Enochrus ochropterus
NBNORG0000088151	NHMSYS0001718084	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Enochrus	quadripunctatus	Enochrus quadripunctatus
NBNORG0000088152	NHMSYS0001718086	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Enochrus	testaceus	Enochrus testaceus
NBNORG0000010025	NBNSYS0000007648	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Georissus	crenulatus	Georissus crenulatus
NBNORG0000010044	NBNSYS0000007720	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helochares	lividus	Helochares lividus
NBNORG0000088338	NHMSYS0001718384	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helochares	obscurus	Helochares obscurus
NBNORG0000010045	NBNSYS0000007722	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helochares	punctatus	Helochares punctatus
NBNORG0000088363	NHMSYS0001718411	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	aequalis	Helophorus aequalis
NBNORG0000088366	NHMSYS0001718414	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	alternans	Helophorus alternans
NBNORG0000088342	NHMSYS0001718390	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	arvernicus	Helophorus arvernicus
NBNORG0000088343	NHMSYS0001718391	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	brevipalpis	Helophorus brevipalpis
NBNORG0000088351	NHMSYS0001718399	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	dorsalis	Helophorus dorsalis
NBNORG0000091446	NHMSYS0020083440	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	dorsalis	Helophorus dorsalis
NBNORG0000088352	NHMSYS0001718400	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	flavipes	Helophorus flavipes
NBNORG0000088353	NHMSYS0001718401	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	fulgidicollis	Helophorus fulgidicollis
NBNORG0000088364	NHMSYS0001718412	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	grandis	Helophorus grandis
NBNORG0000088354	NHMSYS0001718402	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	granularis	Helophorus granularis
NBNORG0000088355	NHMSYS0001718403	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	griseus	Helophorus griseus
NBNORG0000088356	NHMSYS0001718404	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	laticollis	Helophorus laticollis
NBNORG0000088357	NHMSYS0001718405	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	longitarsis	Helophorus longitarsis
NBNORG0000088358	NHMSYS0001718406	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	minutus	Helophorus minutus
NBNORG0000088359	NHMSYS0001718407	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	nanus	Helophorus nanus
NBNORG0000088347	NHMSYS0001718395	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	nubilus	Helophorus nubilus
NBNORG0000088360	NHMSYS0001718408	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	obscurus	Helophorus obscurus
NBNORG0000088348	NHMSYS0001718396	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	porculus	Helophorus porculus
NBNORG0000088349	NHMSYS0001718397	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	rufipes	Helophorus rufipes
NBNORG0000088361	NHMSYS0001718409	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	strigifrons	Helophorus strigifrons
NBNORG0000088345	NHMSYS0001718393	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Helophorus	tuberculatus	Helophorus tuberculatus
NBNORG0000011350	NBNSYS0000010907	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Hydrobius	fuscipes	Hydrobius fuscipes
NBNORG0000010052	NBNSYS0000007736	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Hydrochara	caraboides	Hydrochara caraboides
NBNORG0000010026	NBNSYS0000007649	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Hydrochus	angustatus	Hydrochus angustatus
NBNORG0000010027	NBNSYS0000007650	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Hydrochus	brevis	Hydrochus brevis
NBNORG0000088410	NHMSYS0001718496	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Hydrochus	crenatus	Hydrochus crenatus
NBNORG0000010028	NBNSYS0000007652	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Hydrochus	elongatus	Hydrochus elongatus
NBNORG0000010029	NBNSYS0000007653	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Hydrochus	ignicollis	Hydrochus ignicollis
NBNORG0000088411	NHMSYS0001718499	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Hydrochus	megaphallus	Hydrochus megaphallus
NBNORG0000010030	NBNSYS0000007654	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Hydrochus	nitidicollis	Hydrochus nitidicollis
NBNORG0000010053	NBNSYS0000007737	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Hydrophilus	piceus	Hydrophilus piceus
NBNORG0000088517	NHMSYS0001718650	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Laccobius	atratus	Laccobius atratus
NBNORG0000010040	NBNSYS0000007712	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Laccobius	atrocephalus	Laccobius atrocephalus
NBNORG0000088518	NHMSYS0001718653	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Laccobius	bipunctatus	Laccobius bipunctatus
NBNORG0000088519	NHMSYS0001718654	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Laccobius	colon	Laccobius colon
NBNORG0000010041	NBNSYS0000007715	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Laccobius	minutus	Laccobius minutus
NBNORG0000088516	NHMSYS0001718648	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Laccobius	obscuratus	Laccobius obscuratus
NBNORG0000010042	NBNSYS0000007717	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Laccobius	simulatrix	Laccobius simulatrix
NBNORG0000010043	NBNSYS0000007718	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Laccobius	sinuatus	Laccobius sinuatus
NBNORG0000088520	NHMSYS0001718661	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Laccobius	striatulus	Laccobius striatulus
NBNORG0000026906	NBNSYS0000149770	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Laccobius	ytenensis	Laccobius ytenensis
NBNORG0000010036	NBNSYS0000007706	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Limnoxenus	niger	Limnoxenus niger
NBNORG0000088695	NHMSYS0001718953	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Megasternum	concinnum	Megasternum concinnum
NBNORG0000010034	NBNSYS0000007704	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Paracymus	aeneus	Paracymus aeneus
NBNORG0000010035	NBNSYS0000007705	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Paracymus	scutellaris	Paracymus scutellaris
NBNORG0000010024	NBNSYS0000007647	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Spercheus	emarginatus	Spercheus emarginatus
NBNORG0000089435	NHMSYS0001720118	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Sphaeridium	bipustulatum	Sphaeridium bipustulatum
NBNORG0000089436	NHMSYS0001720119	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Sphaeridium	lunatum	Sphaeridium lunatum
NBNORG0000043309	NBNSYS0100005557	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Sphaeridium	marginatum	Sphaeridium marginatum
NBNORG0000010031	NBNSYS0000007678	Arthropoda	Hexapoda	Insecta	Coleoptera	Hydrophilidae	Sphaeridium	scarabaeoides	Sphaeridium scarabaeoides
NBNORG0000088443	NHMSYS0001718550	Arthropoda	Hexapoda	Insecta	Coleoptera	Hygrobiidae	Hygrobia	hermanni	Hygrobia hermanni
NBNORG0000017855	NBNSYS0000024210	Arthropoda	Hexapoda	Insecta	Coleoptera	Limnichidae	Limnichus	pygmaeus	Limnichus pygmaeus
NBNORG0000088848	NHMSYS0001719173	Arthropoda	Hexapoda	Insecta	Coleoptera	Noteridae	Noterus	clavicornis	Noterus clavicornis
NBNORG0000088849	NHMSYS0001719174	Arthropoda	Hexapoda	Insecta	Coleoptera	Noteridae	Noterus	crassicornis	Noterus crassicornis
NBNORG0000017849	NBNSYS0000024201	Arthropoda	Hexapoda	Insecta	Coleoptera	Psephenidae	Eubria	palustris	Eubria palustris
NBNORG0000017834	NBNSYS0000024174	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Cyphon	coarctatus	Cyphon coarctatus
NBNORG0000087961	NHMSYS0001717804	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Cyphon	hilaris	Cyphon hilaris
NBNORG0000017835	NBNSYS0000024175	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Cyphon	kongsbergensis	Cyphon kongsbergensis
NBNORG0000087962	NHMSYS0001717805	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Cyphon	laevipennis	Cyphon laevipennis
NBNORG0000017836	NBNSYS0000024177	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Cyphon	ochraceus	Cyphon ochraceus
NBNORG0000017837	NBNSYS0000024178	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Cyphon	padi	Cyphon padi
NBNORG0000087963	NHMSYS0001717808	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Cyphon	palustris	Cyphon palustris
NBNORG0000085966	NHMSYS0001596571	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Cyphon	pubescens	Cyphon pubescens
NBNORG0000087964	NHMSYS0001717811	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Cyphon	punctipennis	Cyphon punctipennis
NBNORG0000017838	NBNSYS0000024183	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Cyphon	variabilis	Cyphon variabilis
NBNORG0000017831	NBNSYS0000024168	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Elodes	elongata	Elodes elongata
NBNORG0000017832	NBNSYS0000024171	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Elodes	minuta	Elodes minuta
NBNORG0000088140	NHMSYS0001718058	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Elodes	pseudominuta	Elodes pseudominuta
NBNORG0000060462	NHMSYS0000524502	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Elodes	tricuspis	Elodes tricuspis
NBNORG0000088413	NHMSYS0001718501	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Hydrocyphon	deflexicollis	Hydrocyphon deflexicollis
NBNORG0000017833	NBNSYS0000024173	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Microcara	testacea	Microcara testacea
NBNORG0000088905	NHMSYS0001719254	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Odeles	marginata	Odeles marginata
NBNORG0000089161	NHMSYS0001719683	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Prionocyphon	serricornis	Prionocyphon serricornis
NBNORG0000017839	NBNSYS0000024186	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Scirtes	hemisphaericus	Scirtes hemisphaericus
NBNORG0000017840	NBNSYS0000024187	Arthropoda	Hexapoda	Insecta	Coleoptera	Scirtidae	Scirtes	orbicularis	Scirtes orbicularis
NBNORG0000017191	NBNSYS0000022814	Arthropoda	Hexapoda	Insecta	Coleoptera	Sphaeriusidae	Sphaerius	acaroides	Sphaerius acaroides
NBNORG0000017419	NBNSYS0000023338	Arthropoda	Hexapoda	Insecta	Coleoptera	Staphylinidae	Dianous	coerulescens	Dianous coerulescens
NBNORG0000017425	NBNSYS0000023345	Arthropoda	Hexapoda	Insecta	Coleoptera	Staphylinidae	Paederus	riparius	Paederus riparius
NBNORG0000010125	NBNSYS0000007858	Arthropoda	Hexapoda	Insecta	Diptera	Athericidae	Atherix	ibis	Atherix ibis
NBNORG0000010126	NBNSYS0000007860	Arthropoda	Hexapoda	Insecta	Diptera	Athericidae	Atrichops	crassipes	Atrichops crassipes
NBNORG0000042204	NBNSYS0100003576	Arthropoda	Hexapoda	Insecta	Diptera	Athericidae	Ibisia	marginata	Ibisia marginata
NBNORG0000041058	NHMSYS0020706052	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Allohelea	tessellata	Allohelea tessellata
NBNORG0000045784	NBNSYS0100027549	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Alluaudomyia	riparia	Alluaudomyia riparia
NBNORG0000018596	NBNSYS0000027172	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Atrichopogon	aethiops	Atrichopogon aethiops
NBNORG0000018597	NBNSYS0000027173	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Atrichopogon	appendiculatus	Atrichopogon appendiculatus
NBNORG0000018598	NBNSYS0000027174	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Atrichopogon	brunnipes	Atrichopogon brunnipes
NBNORG0000041167	NBNSYS0100001859	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Atrichopogon	forcipatus	Atrichopogon forcipatus
NBNORG0000018599	NBNSYS0000027175	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Atrichopogon	fuscus	Atrichopogon fuscus
NBNORG0000018600	NBNSYS0000027177	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Atrichopogon	lucorum	Atrichopogon lucorum
NBNORG0000018601	NBNSYS0000027178	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Atrichopogon	minutus	Atrichopogon minutus
NBNORG0000045783	NBNSYS0100027547	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Atrichopogon	muelleri	Atrichopogon muelleri
NBNORG0000018605	NBNSYS0000027185	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Atrichopogon	oedemerarum	Atrichopogon oedemerarum
NBNORG0000018602	NBNSYS0000027179	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Atrichopogon	pavidus	Atrichopogon pavidus
NBNORG0000018603	NBNSYS0000027181	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Atrichopogon	rostratus	Atrichopogon rostratus
NBNORG0000018604	NBNSYS0000027183	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Atrichopogon	winnertzi	Atrichopogon winnertzi
NBNORG0000018685	NBNSYS0000027289	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Bezzia	annulipes	Bezzia annulipes
NBNORG0000041232	NBNSYS0100001990	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Bezzia	bicolor	Bezzia bicolor
NBNORG0000041233	NBNSYS0100001991	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Bezzia	calceata	Bezzia calceata
NBNORG0000041234	NBNSYS0100001992	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Bezzia	circumdata	Bezzia circumdata
NBNORG0000041235	NBNSYS0100001993	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Bezzia	coracina	Bezzia coracina
NBNORG0000018686	NBNSYS0000027290	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Bezzia	decincta	Bezzia decincta
NBNORG0000041236	NBNSYS0100001994	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Bezzia	fascispinosa	Bezzia fascispinosa
NBNORG0000018687	NBNSYS0000027291	Arthropoda	Hexapoda	Insecta	Diptera	Ceratopogonidae	Bezzia	flavicornis	Bezzia flavicornis
