ORGANISM_KEY	TAXON_VERSION_KEY	Phylum	Subphylum	Class	Order	Family	Genus	species	Taxon
NBNORG0000043835	NBNSYS0100009737	Annelida		Branchiobdellea	Branchiobdellida	Branchiobdellidae	Branchiobdella	astaci	Branchiobdella astaci
NBNORG0000049324	NHMSYS0000068878	Annelida		Clitellata	Arhynchobdellida	Erpobdellidae	Dina	lineata	Dina lineata
NBNORG0000017092	NBNSYS0000022374	Annelida		Clitellata	Arhynchobdellida	Erpobdellidae	Erpobdella	octoculata	Erpobdella octoculata
NBNORG0000049325	NHMSYS0000068879	Annelida		Clitellata	Arhynchobdellida	Erpobdellidae	Erpobdella	testacea	Erpobdella testacea
NBNORG0000017094	NHMSYS0021048739	Annelida		Clitellata	Arhynchobdellida	Erpobdellidae	Trocheta	bykowskii	Trocheta bykowskii
NBNORG0000116780	NHMSYS0021130755	Annelida		Clitellata	Arhynchobdellida	Erpobdellidae	Trocheta	pseudodina	Trocheta pseudodina
NBNORG0000017093	NBNSYS0000022376	Annelida		Clitellata	Arhynchobdellida	Erpobdellidae	Trocheta	subviridis	Trocheta subviridis
NBNORG0000017090	NBNSYS0000022371	Annelida		Clitellata	Arhynchobdellida	Haemopidae	Haemopis	sanguisuga	Haemopis sanguisuga
NBNORG0000017091	NBNSYS0000022372	Annelida		Clitellata	Arhynchobdellida	Hirudinidae	Hirudo	medicinalis	Hirudo medicinalis
NBNORG0000105574	NHMSYS0020926713	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Buchholzia	fallax	Buchholzia fallax
NBNORG0000043888	NBNSYS0100009949	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Cernosvitoviella	atrata	Cernosvitoviella atrata
NBNORG0000033785	NBNSYS0000180294	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Cernosvitoviella	immota	Cernosvitoviella immota
NBNORG0000043912	NBNSYS0100010383	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Cognettia	cognetti	Cognettia cognetti
NBNORG0000034062	NBNSYS0000180650	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Cognettia	glandulosa	Cognettia glandulosa
NBNORG0000034063	NBNSYS0000180651	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Cognettia	sphagnetorum	Cognettia sphagnetorum
NBNORG0000030245	NBNSYS0000175116	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Enchytraeus	albidus	Enchytraeus albidus
NBNORG0000034887	NHMSYS0021048422	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Enchytraeus	buchholzi	Enchytraeus buchholzi
NBNORG0000034891	NHMSYS0021048424	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Enchytraeus	christenseni	Enchytraeus christenseni
NBNORG0000035285	NBNSYS0000182119	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Fridericia	bulboides	Fridericia bulboides
NBNORG0000035286	NBNSYS0000182120	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Fridericia	bulbosa	Fridericia bulbosa
NBNORG0000035287	NBNSYS0000182121	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Fridericia	callosa	Fridericia callosa
NBNORG0000035288	NBNSYS0000182122	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Fridericia	paroniana	Fridericia paroniana
NBNORG0000035289	NHMSYS0021048427	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Fridericia	perrieri	Fridericia perrieri
NBNORG0000035290	NBNSYS0000182124	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Fridericia	ratzeli	Fridericia ratzeli
NBNORG0000035291	NBNSYS0000182125	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Fridericia	striata	Fridericia striata
NBNORG0000030614	NBNSYS0000175725	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Henlea	perpusilla	Henlea perpusilla
NBNORG0000035746	NHMSYS0021048429	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Henlea	ventriculosa	Henlea ventriculosa
NBNORG0000036607	NBNSYS0000183785	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Lumbricillus	arenarius	Lumbricillus arenarius
NBNORG0000099617	NHMSYS0021048437	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Lumbricillus	lineatus	Lumbricillus lineatus
NBNORG0000030950	NBNSYS0000176266	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Lumbricillus	pagenstecheri	Lumbricillus pagenstecheri
NBNORG0000036617	NHMSYS0021048439	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Lumbricillus	rivalis	Lumbricillus rivalis
NBNORG0000036737	NBNSYS0000183926	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Marionina	appendiculata	Marionina appendiculata
NBNORG0000036747	NBNSYS0000183936	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Marionina	spicula	Marionina spicula
NBNORG0000036828	NBNSYS0000184031	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Mesenchytraeus	armatus	Mesenchytraeus armatus
NBNORG0000116526	NHMSYS0021125139	Annelida		Clitellata	Enchytraeida	Enchytraeidae	Mesenchytraeus	sanguineus	Mesenchytraeus sanguineus
NBNORG0000044011	NBNSYS0100011452	Annelida		Clitellata	Haplotaxida	Dorydrilidae	Dorydrilus	michaelseni	Dorydrilus michaelseni
NBNORG0000044174	NBNSYS0100012403	Annelida		Clitellata	Haplotaxida	Haplotaxidae	Haplotaxis	gordioides	Haplotaxis gordioides
NBNORG0000099580	NHMSYS0020703550	Annelida		Clitellata	Haplotaxida	Tubificidae	Arcteonais	lomondi	Arcteonais lomondi
NBNORG0000043805	NBNSYS0100009634	Annelida		Clitellata	Haplotaxida	Tubificidae	Aulodrilus	limnobius	Aulodrilus limnobius
NBNORG0000043806	NBNSYS0100009635	Annelida		Clitellata	Haplotaxida	Tubificidae	Aulodrilus	pigueti	Aulodrilus pigueti
NBNORG0000099583	NHMSYS0020703553	Annelida		Clitellata	Haplotaxida	Tubificidae	Aulodrilus	pluriseta	Aulodrilus pluriseta
NBNORG0000043819	NBNSYS0100009678	Annelida		Clitellata	Haplotaxida	Tubificidae	Bothrioneurum	vejdovskyanum	Bothrioneurum vejdovskyanum
NBNORG0000096140	NHMSYS0020461052	Annelida		Clitellata	Haplotaxida	Tubificidae	Branchiura	sowerbyi	Branchiura sowerbyi
NBNORG0000033798	NHMSYS0021048453	Annelida		Clitellata	Haplotaxida	Tubificidae	Chaetogaster	crystallinus	Chaetogaster crystallinus
NBNORG0000033799	NBNSYS0000180314	Annelida		Clitellata	Haplotaxida	Tubificidae	Chaetogaster	diaphanus	Chaetogaster diaphanus
NBNORG0000043894	NBNSYS0100009959	Annelida		Clitellata	Haplotaxida	Tubificidae	Chaetogaster	diastrophus	Chaetogaster diastrophus
NBNORG0000033800	NBNSYS0000180315	Annelida		Clitellata	Haplotaxida	Tubificidae	Chaetogaster	langi	Chaetogaster langi
NBNORG0000033801	NHMSYS0021048454	Annelida		Clitellata	Haplotaxida	Tubificidae	Chaetogaster	limnaei	Chaetogaster limnaei
NBNORG0000099587	NHMSYS0021048477	Annelida		Clitellata	Haplotaxida	Tubificidae	Clitellio	arenarius	Clitellio arenarius
NBNORG0000043981	NBNSYS0100011257	Annelida		Clitellata	Haplotaxida	Tubificidae	Dero	digitata	Dero digitata
NBNORG0000043982	NBNSYS0100011258	Annelida		Clitellata	Haplotaxida	Tubificidae	Dero	furcatus	Dero furcatus
NBNORG0000043983	NBNSYS0100011259	Annelida		Clitellata	Haplotaxida	Tubificidae	Dero	obtusa	Dero obtusa
NBNORG0000044135	NBNSYS0100012320	Annelida		Clitellata	Haplotaxida	Tubificidae	Haber	simsi	Haber simsi
NBNORG0000099610	NHMSYS0020703580	Annelida		Clitellata	Haplotaxida	Tubificidae	Homochaeta	naidina	Homochaeta naidina
NBNORG0000044180	NBNSYS0100012445	Annelida		Clitellata	Haplotaxida	Tubificidae	Homochaeta	setosa	Homochaeta setosa
NBNORG0000044239	NBNSYS0100012586	Annelida		Clitellata	Haplotaxida	Tubificidae	Ilyodrilus	templetoni	Ilyodrilus templetoni
NBNORG0000044368	NHMSYS0021048479	Annelida		Clitellata	Haplotaxida	Tubificidae	Limnodrilus	cervix	Limnodrilus cervix
NBNORG0000044369	NHMSYS0020969693	Annelida		Clitellata	Haplotaxida	Tubificidae	Limnodrilus	claparedeianus	Limnodrilus claparedeianus
NBNORG0000040394	NBNSYS0000188460	Annelida		Clitellata	Haplotaxida	Tubificidae	Limnodrilus	hoffmeisteri	Limnodrilus hoffmeisteri
NBNORG0000099615	NHMSYS0020703585	Annelida		Clitellata	Haplotaxida	Tubificidae	Limnodrilus	profundicola	Limnodrilus profundicola
NBNORG0000099616	NHMSYS0020703586	Annelida		Clitellata	Haplotaxida	Tubificidae	Limnodrilus	udekemianus	Limnodrilus udekemianus
NBNORG0000031129	NBNSYS0000176521	Annelida		Clitellata	Haplotaxida	Tubificidae	Monopylephorus	irroratus	Monopylephorus irroratus
NBNORG0000031130	NBNSYS0000176522	Annelida		Clitellata	Haplotaxida	Tubificidae	Monopylephorus	rubroniveus	Monopylephorus rubroniveus
NBNORG0000044476	NBNSYS0100013289	Annelida		Clitellata	Haplotaxida	Tubificidae	Nais	alpina	Nais alpina
NBNORG0000044477	NBNSYS0100013290	Annelida		Clitellata	Haplotaxida	Tubificidae	Nais	barbata	Nais barbata
NBNORG0000044478	NBNSYS0100013291	Annelida		Clitellata	Haplotaxida	Tubificidae	Nais	bretscheri	Nais bretscheri
NBNORG0000037191	NBNSYS0000184481	Annelida		Clitellata	Haplotaxida	Tubificidae	Nais	communis	Nais communis
NBNORG0000099632	NHMSYS0021048456	Annelida		Clitellata	Haplotaxida	Tubificidae	Nais	elinguis	Nais elinguis
NBNORG0000044479	NBNSYS0100013292	Annelida		Clitellata	Haplotaxida	Tubificidae	Nais	pardalis	Nais pardalis
NBNORG0000096150	NHMSYS0021048457	Annelida		Clitellata	Haplotaxida	Tubificidae	Nais	pseudobtusa	Nais pseudobtusa
NBNORG0000044480	NBNSYS0100013293	Annelida		Clitellata	Haplotaxida	Tubificidae	Nais	simplex	Nais simplex
NBNORG0000037192	NBNSYS0000184482	Annelida		Clitellata	Haplotaxida	Tubificidae	Nais	variabilis	Nais variabilis
NBNORG0000096153	NHMSYS0020461068	Annelida		Clitellata	Haplotaxida	Tubificidae	Ophidonais	serpentina	Ophidonais serpentina
NBNORG0000037863	NBNSYS0000185275	Annelida		Clitellata	Haplotaxida	Tubificidae	Paranais	frici	Paranais frici
NBNORG0000099643	NHMSYS0021048458	Annelida		Clitellata	Haplotaxida	Tubificidae	Paranais	litoralis	Paranais litoralis
NBNORG0000044558	NBNSYS0100014176	Annelida		Clitellata	Haplotaxida	Tubificidae	Paranais	simplex	Paranais simplex
NBNORG0000044572	NBNSYS0100014303	Annelida		Clitellata	Haplotaxida	Tubificidae	Phallodrilus	monospermathecus	Phallodrilus monospermathecus
NBNORG0000044592	NBNSYS0100014360	Annelida		Clitellata	Haplotaxida	Tubificidae	Piguetiella	blanci	Piguetiella blanci
NBNORG0000044659	NHMSYS0021048481	Annelida		Clitellata	Haplotaxida	Tubificidae	Potamothrix	bavaricus	Potamothrix bavaricus
NBNORG0000044660	NHMSYS0021048484	Annelida		Clitellata	Haplotaxida	Tubificidae	Potamothrix	hammoniensis	Potamothrix hammoniensis
NBNORG0000044661	NBNSYS0100014753	Annelida		Clitellata	Haplotaxida	Tubificidae	Potamothrix	heuscheri	Potamothrix heuscheri
NBNORG0000099653	NHMSYS0021048485	Annelida		Clitellata	Haplotaxida	Tubificidae	Potamothrix	moldaviensis	Potamothrix moldaviensis
NBNORG0000044662	NBNSYS0100014754	Annelida		Clitellata	Haplotaxida	Tubificidae	Potamothrix	vejdovskyi	Potamothrix vejdovskyi
NBNORG0000044665	NBNSYS0100014768	Annelida		Clitellata	Haplotaxida	Tubificidae	Pristina	aequiseta	Pristina aequiseta
NBNORG0000044666	NBNSYS0100014769	Annelida		Clitellata	Haplotaxida	Tubificidae	Pristina	amphibiotica	Pristina amphibiotica
NBNORG0000044667	NBNSYS0100014770	Annelida		Clitellata	Haplotaxida	Tubificidae	Pristina	idrensis	Pristina idrensis
NBNORG0000044668	NBNSYS0100014771	Annelida		Clitellata	Haplotaxida	Tubificidae	Pristina	longiseta	Pristina longiseta
NBNORG0000044669	NBNSYS0100014772	Annelida		Clitellata	Haplotaxida	Tubificidae	Pristina	menoni	Pristina menoni
NBNORG0000044701	NBNSYS0100014831	Annelida		Clitellata	Haplotaxida	Tubificidae	Psammoryctides	albicola	Psammoryctides albicola
NBNORG0000096156	NHMSYS0020461074	Annelida		Clitellata	Haplotaxida	Tubificidae	Psammoryctides	barbatus	Psammoryctides barbatus
NBNORG0000099660	NHMSYS0020703632	Annelida		Clitellata	Haplotaxida	Tubificidae	Rhyacodrilus	coccineus	Rhyacodrilus coccineus
NBNORG0000044730	NBNSYS0100015025	Annelida		Clitellata	Haplotaxida	Tubificidae	Rhyacodrilus	falciformis	Rhyacodrilus falciformis
NBNORG0000122890	NHMSYS0021168947	Annelida		Clitellata	Haplotaxida	Tubificidae	Rhyacodrilus	subterraneus	Rhyacodrilus subterraneus
NBNORG0000044734	NBNSYS0100015040	Annelida		Clitellata	Haplotaxida	Tubificidae	Ripistes	parasita	Ripistes parasita
NBNORG0000096160	NHMSYS0020461078	Annelida		Clitellata	Haplotaxida	Tubificidae	Slavina	appendiculata	Slavina appendiculata
NBNORG0000044772	NBNSYS0100015280	Annelida		Clitellata	Haplotaxida	Tubificidae	Specaria	josinae	Specaria josinae
NBNORG0000044792	NBNSYS0100015379	Annelida		Clitellata	Haplotaxida	Tubificidae	Spirosperma	ferox	Spirosperma ferox
NBNORG0000044793	NBNSYS0100015380	Annelida		Clitellata	Haplotaxida	Tubificidae	Spirosperma	velutinus	Spirosperma velutinus
NBNORG0000017058	NBNSYS0000022333	Annelida		Clitellata	Haplotaxida	Tubificidae	Stylaria	lacustris	Stylaria lacustris
NBNORG0000039766	NBNSYS0000187719	Annelida		Clitellata	Haplotaxida	Tubificidae	Thalassodrilus	prostatus	Thalassodrilus prostatus
NBNORG0000032368	NBNSYS0000178476	Annelida		Clitellata	Haplotaxida	Tubificidae	Tubifex	costatus	Tubifex costatus
NBNORG0000099680	NHMSYS0020703652	Annelida		Clitellata	Haplotaxida	Tubificidae	Tubifex	ignotus	Tubifex ignotus
NBNORG0000040057	NBNSYS0000188068	Annelida		Clitellata	Haplotaxida	Tubificidae	Tubifex	nerthus	Tubifex nerthus
NBNORG0000044926	NBNSYS0100016382	Annelida		Clitellata	Haplotaxida	Tubificidae	Tubifex	newaensis	Tubifex newaensis
NBNORG0000099681	NHMSYS0021048488	Annelida		Clitellata	Haplotaxida	Tubificidae	Tubifex	tubifex	Tubifex tubifex
NBNORG0000032371	NBNSYS0000178480	Annelida		Clitellata	Haplotaxida	Tubificidae	Tubificoides	benedii	Tubificoides benedii
NBNORG0000032373	NBNSYS0000178482	Annelida		Clitellata	Haplotaxida	Tubificidae	Tubificoides	pseudogaster	Tubificoides pseudogaster
NBNORG0000040148	NHMSYS0021048460	Annelida		Clitellata	Haplotaxida	Tubificidae	Uncinais	uncinata	Uncinais uncinata
NBNORG0000044958	NBNSYS0100016467	Annelida		Clitellata	Haplotaxida	Tubificidae	Vejdovskyella	comata	Vejdovskyella comata
NBNORG0000044959	NBNSYS0100016468	Annelida		Clitellata	Haplotaxida	Tubificidae	Vejdovskyella	intermedia	Vejdovskyella intermedia
NBNORG0000044018	NBNSYS0100011482	Annelida		Clitellata	Lumbriculida	Lumbriculidae	Eclipidrilus	lacustris	Eclipidrilus lacustris
NBNORG0000099621	NHMSYS0020703591	Annelida		Clitellata	Lumbriculida	Lumbriculidae	Lumbriculus	variegatus	Lumbriculus variegatus
NBNORG0000044732	NBNSYS0100015028	Annelida		Clitellata	Lumbriculida	Lumbriculidae	Rhynchelmis	limosella	Rhynchelmis limosella
NBNORG0000044819	NBNSYS0100015944	Annelida		Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus	brachystylus	Stylodrilus brachystylus
NBNORG0000063785	NHMSYS0021048492	Annelida		Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus	cernosvitovi	Stylodrilus cernosvitovi
NBNORG0000099677	NHMSYS0020703649	Annelida		Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus	heringianus	Stylodrilus heringianus
NBNORG0000044820	NBNSYS0100015945	Annelida		Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus	lemani	Stylodrilus lemani
NBNORG0000044821	NHMSYS0021048493	Annelida		Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus	parvus	Stylodrilus parvus
NBNORG0000044913	NBNSYS0100016342	Annelida		Clitellata	Lumbriculida	Lumbriculidae	Trichodrilus	cantabrigiensis	Trichodrilus cantabrigiensis
NBNORG0000044914	NBNSYS0100016343	Annelida		Clitellata	Lumbriculida	Lumbriculidae	Trichodrilus	hrabei	Trichodrilus hrabei
NBNORG0000044915	NBNSYS0100016344	Annelida		Clitellata	Lumbriculida	Lumbriculidae	Trichodrilus	icenorum	Trichodrilus icenorum
NBNORG0000049318	NHMSYS0000068872	Annelida		Clitellata	Rhynchobdellida	Glossiphoniidae	Alboglossiphonia	heteroclita	Alboglossiphonia heteroclita
NBNORG0000013075	NBNSYS0000013205	Annelida		Clitellata	Rhynchobdellida	Glossiphoniidae	Glossiphonia	complanata	Glossiphonia complanata
NBNORG0000049319	NHMSYS0000068873	Annelida		Clitellata	Rhynchobdellida	Glossiphoniidae	Glossiphonia	paludosa	Glossiphonia paludosa
NBNORG0000049320	NHMSYS0000068874	Annelida		Clitellata	Rhynchobdellida	Glossiphoniidae	Glossiphonia	verrucata	Glossiphonia verrucata
NBNORG0000013078	NHMSYS0021048744	Annelida		Clitellata	Rhynchobdellida	Glossiphoniidae	Helobdella	stagnalis	Helobdella stagnalis
NBNORG0000049321	NHMSYS0021048745	Annelida		Clitellata	Rhynchobdellida	Glossiphoniidae	Hemiclepsis	marginata	Hemiclepsis marginata
NBNORG0000049322	NHMSYS0000068876	Annelida		Clitellata	Rhynchobdellida	Glossiphoniidae	Placobdella	costata	Placobdella costata
NBNORG0000049323	NHMSYS0000068877	Annelida		Clitellata	Rhynchobdellida	Glossiphoniidae	Theromyzon	tessulatum	Theromyzon tessulatum
NBNORG0000049313	NHMSYS0000068867	Annelida		Clitellata	Rhynchobdellida	Piscicolidae	Piscicola	geometra	Piscicola geometra
NBNORG0000116777	NHMSYS0021130737	Annelida		Clitellata	Rhynchobdellida	Piscicolidae	Piscicola	siddalli	Piscicola siddalli
NBNORG0000017061	NBNSYS0000022337	Annelida		Oligochaeta	Crassiclitellata	Lumbricidae	Allolobophora	chlorotica	Allolobophora chlorotica
NBNORG0000043702	NBNSYS0100009298	Annelida		Oligochaeta	Crassiclitellata	Lumbricidae	Allolobophora	rosea	Allolobophora rosea
NBNORG0000017070	NBNSYS0000022346	Annelida		Oligochaeta	Crassiclitellata	Lumbricidae	Dendrodrilus	rubidus	Dendrodrilus rubidus
NBNORG0000017059	NBNSYS0000022335	Annelida		Oligochaeta	Crassiclitellata	Lumbricidae	Eiseniella	tetraedra	Eiseniella tetraedra
NBNORG0000017072	NBNSYS0000022352	Annelida		Oligochaeta	Crassiclitellata	Lumbricidae	Helodrilus	oculatus	Helodrilus oculatus
NBNORG0000017076	NBNSYS0000022357	Annelida		Oligochaeta	Crassiclitellata	Lumbricidae	Lumbricus	rubellus	Lumbricus rubellus
NBNORG0000017079	NBNSYS0000022360	Annelida		Oligochaeta	Crassiclitellata	Lumbricidae	Octolasion	cyaneum	Octolasion cyaneum
NBNORG0000096483	NHMSYS0021013459	Annelida		Oligochaeta	Crassiclitellata	Lumbricidae	Octolasion	lacteum	Octolasion lacteum
NBNORG0000017060	NBNSYS0000022336	Annelida		Oligochaeta	Crassiclitellata	Sparganophilidae	Sparganophilus	tamensis	Sparganophilus tamensis
NBNORG0000044694	NBNSYS0100014806	Annelida		Oligochaeta	Tubificida	Propappidae	Propappus	volki	Propappus volki
NBNORG0000099607	NHMSYS0020703577	Annelida		Polychaeta	Phyllodocida	Nereididae	Hediste	diversicolor	Hediste diversicolor
NBNORG0000031017	NBNSYS0000176362	Annelida		Polychaeta	Sabellida	Fabriciidae	Manayunkia	aestuarina	Manayunkia aestuarina
NBNORG0000031850	NBNSYS0000177612	Annelida		Polychaeta	Spionida	Spionidae	Pygospio	elegans	Pygospio elegans
NBNORG0000063332	NHMSYS0021048729	Annelida		Polychaeta	Terebellida	Ampharetidae	Hypania	invalida	Hypania invalida
NBNORG0000010963	NBNSYS0000008833	Arthropoda	Chelicerata	Arachnida	Araneae	Cybaeidae	Argyroneta	aquatica	Argyroneta aquatica
NBNORG0000010962	NBNSYS0000008832	Arthropoda	Chelicerata	Arachnida	Araneae	Pisauridae	Dolomedes	plantarius	Dolomedes plantarius
NBNORG0000071165	NHMSYS0000864859	Arthropoda	Chelicerata	Arachnida	Oribatida	Astegistidae	Astegistes	pilosus	Astegistes pilosus
NBNORG0000071363	NHMSYS0000865057	Arthropoda	Chelicerata	Arachnida	Oribatida	Hydrozetidae	Hydrozetes	lacustris	Hydrozetes lacustris
NBNORG0000071364	NHMSYS0000865058	Arthropoda	Chelicerata	Arachnida	Oribatida	Hydrozetidae	Hydrozetes	lemnae	Hydrozetes lemnae
NBNORG0000043812	NBNSYS0100009650	Arthropoda	Chelicerata	Arachnida	Prostigmata	Anisitsiellidae	Bandakia	concreta	Bandakia concreta
NBNORG0000044500	NBNSYS0100013755	Arthropoda	Chelicerata	Arachnida	Prostigmata	Anisitsiellidae	Nilotonia	harrisi	Nilotonia harrisi
NBNORG0000043722	NBNSYS0100009470	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	abbreviator	Arrenurus abbreviator
NBNORG0000043723	NBNSYS0100009471	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	adnatus	Arrenurus adnatus
NBNORG0000043724	NBNSYS0100009472	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	affinis	Arrenurus affinis
NBNORG0000043725	NBNSYS0100009473	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	albator	Arrenurus albator
NBNORG0000043726	NBNSYS0100009474	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	batillifer	Arrenurus batillifer
NBNORG0000043727	NBNSYS0100009475	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	bicuspidator	Arrenurus bicuspidator
NBNORG0000043728	NBNSYS0100009476	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	bifidicodulus	Arrenurus bifidicodulus
NBNORG0000043729	NBNSYS0100009477	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	bipapillosus	Arrenurus bipapillosus
NBNORG0000043730	NBNSYS0100009478	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	biscissus	Arrenurus biscissus
NBNORG0000043731	NBNSYS0100009479	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	britannorum	Arrenurus britannorum
NBNORG0000043732	NBNSYS0100009480	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	bruzelii	Arrenurus bruzelii
NBNORG0000043733	NBNSYS0100009481	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	buccinator	Arrenurus buccinator
NBNORG0000043734	NBNSYS0100009482	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	claviger	Arrenurus claviger
NBNORG0000043735	NBNSYS0100009483	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	compactus	Arrenurus compactus
NBNORG0000043736	NBNSYS0100009484	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	crassicaudatus	Arrenurus crassicaudatus
NBNORG0000043737	NBNSYS0100009485	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	crenatus	Arrenurus crenatus
NBNORG0000043738	NBNSYS0100009486	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	curtus	Arrenurus curtus
NBNORG0000043739	NBNSYS0100009487	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	cuspidifer	Arrenurus cuspidifer
NBNORG0000043740	NBNSYS0100009488	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	cylindratus	Arrenurus cylindratus
NBNORG0000043741	NBNSYS0100009489	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	eugeminus	Arrenurus eugeminus
NBNORG0000043742	NBNSYS0100009490	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	fimbriatus	Arrenurus fimbriatus
NBNORG0000043743	NBNSYS0100009491	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	fontinalis	Arrenurus fontinalis
NBNORG0000043744	NBNSYS0100009492	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	forpicatus	Arrenurus forpicatus
NBNORG0000043745	NBNSYS0100009493	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	globator	Arrenurus globator
NBNORG0000043746	NBNSYS0100009494	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	inexploratus	Arrenurus inexploratus
NBNORG0000043747	NBNSYS0100009495	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	insperatus	Arrenurus insperatus
NBNORG0000043748	NBNSYS0100009496	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	integrator	Arrenurus integrator
NBNORG0000043749	NBNSYS0100009497	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	knauthei	Arrenurus knauthei
NBNORG0000043750	NBNSYS0100009498	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	latus	Arrenurus latus
NBNORG0000043751	NBNSYS0100009499	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	leuckarti	Arrenurus leuckarti
NBNORG0000043752	NBNSYS0100009500	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	longiusculus	Arrenurus longiusculus
NBNORG0000043753	NBNSYS0100009501	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	luteus	Arrenurus luteus
NBNORG0000043754	NBNSYS0100009502	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	maculator	Arrenurus maculator
NBNORG0000043755	NBNSYS0100009503	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	mediorotundatus	Arrenurus mediorotundatus
NBNORG0000043756	NBNSYS0100009504	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	membranator	Arrenurus membranator
NBNORG0000043757	NBNSYS0100009505	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	mollis	Arrenurus mollis
NBNORG0000043758	NBNSYS0100009506	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	mulleri	Arrenurus mulleri
NBNORG0000043759	NBNSYS0100009507	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	neumani	Arrenurus neumani
